Maquina,timestamp,aceleracion_chum_la_h,velocidad_chum_la_h,envolvente_chum_la_h,aceleracion_chum_la_a,velocidad_chum_la_a,envolvente_chum_la_a,aceleracion_chum_lb_h,velocidad_chum_lb_h,envolvente_chum_lb_h,desbalance_lado_a,desalineacion_rad_lado_a,soltura_lado_a,rodamiento_chum_lado_a,desalineacion_ang_lado_a,desbalance_lado_b,desalineacion_lado_b,soltura_lado_b,rodamiento_chum_lado_b,corriente_motor_a,corriente_motor_b,temp_chum_lado_a,temp_chum_lado_b
DESFIBRADORA,2025-07-09 16:57:03-05:00,0.364185,2.71119,0.598547,0.207452,2.64135,0.417319,0.09752,1.81847,0.141955,1.3679199,1.8710427,1.7406049,0.7282752,1.15962,1.4375037,0.09025613,1.0903455,0.14637855,131.0,130.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:57:13-05:00,0.390969,2.97656,0.945688,0.260664,3.36447,0.467874,0.134728,2.23513,0.17285,1.36337,1.8372036,1.6002966,0.7479469,1.11238,1.4429082,0.09062054,1.0888673,0.15578774,128.0,127.0,54.0,53.5
DESFIBRADORA,2025-07-09 16:57:23-05:00,0.357175,2.78389,0.526839,0.208579,2.61055,0.414314,0.0927649,1.73571,0.127931,1.35882,1.8033645,1.4599882,0.76761866,1.06514,1.4483128,0.09098495,1.0873891,0.16519691,116.0,115.0,54.0,54.0
DESFIBRADORA,2025-07-09 16:57:33-05:00,0.358245,2.87734,0.473807,0.23171,2.87853,0.387909,0.107487,1.91756,0.119603,1.35427,1.7695255,1.3196799,0.7872904,1.0179,1.4537172,0.091349356,1.0859109,0.17460608,120.0,119.0,54.0,53.5
DESFIBRADORA,2025-07-09 16:57:43-05:00,0.397818,3.32172,0.9116,0.270941,3.27602,0.48816,0.133868,2.17004,0.163178,1.34972,1.7356864,1.1793715,0.80696213,0.97066003,1.4591218,0.091713764,1.0844327,0.18401527,136.0,134.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:57:53-05:00,0.385162,3.028,0.61246,0.247139,3.26601,0.512365,0.107191,1.93258,0.138355,1.34517,1.7018473,1.0390631,0.8266339,0.92342,1.4645263,0.09207817,1.0829545,0.19342446,149.0,148.0,53.5,53.0
DESFIBRADORA,2025-07-09 16:58:03-05:00,0.38848,2.85188,0.55488,0.259805,3.00646,0.54376,0.11466,1.94576,0.121269,1.3406199,1.6680082,0.8987547,0.84630555,0.87618,1.4699309,0.09244259,1.0814764,0.20283364,173.0,171.0,53.0,53.0
DESFIBRADORA,2025-07-09 16:58:13-05:00,0.397738,3.06921,0.888643,0.270029,3.39658,0.476193,0.110765,1.92705,0.16205,1.33607,1.6341691,0.7584464,0.8659773,0.82894003,1.4753354,0.092806995,1.0799983,0.21224281,140.0,138.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:58:23-05:00,0.397176,3.17079,0.75411,0.274993,3.21258,0.611757,0.13137,2.16239,0.183381,1.33152,1.60033,0.618138,0.885649,0.7817,1.48074,0.0931714,1.07852,0.221652,149.0,146.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:58:33-05:00,0.34674,2.8461,0.66683,0.217783,2.72295,0.432561,0.100126,1.91492,0.195309,1.33152,1.60033,0.618138,0.885649,0.7817,1.48074,0.0931714,1.07852,0.221652,130.0,128.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:58:43-05:00,0.347917,2.87524,0.747796,0.199375,2.74427,0.393545,0.0964454,1.79264,0.14362,1.3380681,1.59772,0.6930782,0.849192,0.787502,1.4772673,0.09481273,1.0805755,0.22413127,103.0,102.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:58:53-05:00,0.339087,2.8923,0.487988,0.19594,2.73796,0.518375,0.0920396,1.77314,0.106385,1.3446163,1.5951099,0.76801836,0.812735,0.793304,1.4737945,0.096454054,1.082631,0.22661054,98.0,100.0,53.0,53.0
DESFIBRADORA,2025-07-09 16:59:03-05:00,0.359904,2.83587,0.49548,0.2334,3.13176,0.447534,0.125863,2.16108,0.138624,1.3511646,1.5925,0.84295857,0.776278,0.799106,1.4703218,0.09809539,1.0846864,0.22908983,118.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:59:13-05:00,0.325067,2.98732,0.506504,0.185341,2.94091,0.426443,0.0869621,1.71279,0.125513,1.3577127,1.58989,0.9178987,0.739821,0.804908,1.4668491,0.09973671,1.0867418,0.2315691,101.0,100.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:59:23-05:00,0.343877,2.75581,0.586292,0.207318,2.90774,0.415656,0.098729,1.93706,0.295085,1.3642609,1.58728,0.9928389,0.703364,0.81071,1.4633764,0.10137804,1.0887973,0.23404837,113.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:59:33-05:00,0.341469,2.63008,0.491574,0.19959,2.78165,0.397033,0.0918784,1.85325,0.163017,1.3708091,1.58467,1.0677791,0.666907,0.816512,1.4599036,0.103019364,1.0908527,0.23652764,113.0,112.0,53.0,53.0
DESFIBRADORA,2025-07-09 16:59:43-05:00,0.368975,3.09126,0.472416,0.227685,2.90564,0.502329,0.100798,1.81504,0.124385,1.3773572,1.58206,1.1427193,0.63045,0.822314,1.4564309,0.10466069,1.0929083,0.2390069,121.0,121.0,54.0,53.0
DESFIBRADORA,2025-07-09 16:59:53-05:00,0.362392,2.7356,0.902556,0.221111,2.84983,0.438035,0.10738,1.96579,0.157429,1.3839054,1.57945,1.2176595,0.593993,0.828116,1.4529582,0.106302015,1.0949637,0.24148618,139.0,136.0,53.0,53.5
DESFIBRADORA,2025-07-09 17:00:03-05:00,0.416601,3.21725,1.18334,0.285458,3.33156,0.575048,0.126669,2.06304,0.178491,1.3904537,1.57684,1.2925996,0.557536,0.833918,1.4494855,0.10794335,1.0970191,0.24396546,158.0,157.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:00:13-05:00,0.40325,3.17132,0.649492,0.271102,3.05963,0.630541,0.107541,1.77788,0.184079,1.3970019,1.57423,1.3675398,0.521079,0.83972,1.4460127,0.109584674,1.0990746,0.24644473,135.0,132.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:00:23-05:00,0.399557,3.27474,0.687914,0.272524,3.07122,0.594369,0.123176,2.01797,0.189613,1.40355,1.57162,1.44248,0.484622,0.845522,1.44254,0.111226,1.10113,0.248924,160.0,159.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:00:33-05:00,0.401778,3.06344,0.653612,0.25688,3.01962,0.477105,0.116406,2.02219,0.206323,1.40355,1.57162,1.44248,0.484622,0.845522,1.44254,0.111226,1.10113,0.248924,151.0,149.0,53.0,53.0
DESFIBRADORA,2025-07-09 17:00:43-05:00,0.397684,3.17814,0.633759,0.242578,2.96618,0.427194,0.102732,1.79686,0.153668,1.3986919,1.590839,1.5360028,0.45709947,0.8983736,1.4224582,0.10999367,1.136511,0.23625782,137.0,136.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:00:53-05:00,0.374834,2.80017,0.717775,0.228839,2.95723,0.4185,0.11337,1.96526,0.160116,1.3938336,1.6100582,1.6295254,0.4295769,0.9512253,1.4023764,0.108761325,1.1718918,0.22359164,118.0,117.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:01:03-05:00,0.358593,3.27159,0.515976,0.234769,3.42264,0.566408,0.110791,1.97343,0.137656,1.3889755,1.6292772,1.7230482,0.40205437,1.004077,1.3822945,0.10752899,1.2072728,0.21092546,124.0,122.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:01:13-05:00,0.356934,3.07184,0.483065,0.218883,2.93696,0.489073,0.0970633,1.83033,0.122182,1.3841174,1.6484964,1.8165709,0.37453184,1.0569285,1.3622128,0.10629666,1.2426536,0.19825928,113.0,112.0,55.0,54.0
DESFIBRADORA,2025-07-09 17:01:23-05:00,0.281106,2.59176,0.543589,0.133686,2.7448,0.312184,0.0716759,1.45187,0.084195,1.3792591,1.6677154,1.9100937,0.34700927,1.1097802,1.3421309,0.10506432,1.2780346,0.1855931,76.0,75.0,56.0,55.0
DESFIBRADORA,2025-07-09 17:01:33-05:00,0.286858,2.61932,0.500564,0.136155,2.78534,0.264581,0.0732072,1.47111,0.0895143,1.374401,1.6869346,2.0036163,0.31948674,1.1626319,1.3220491,0.103831984,1.3134154,0.1729269,76.0,75.0,55.0,54.0
DESFIBRADORA,2025-07-09 17:01:43-05:00,0.278216,2.61932,0.526143,0.137953,2.79139,0.2729,0.0735833,1.53436,0.0796279,1.3695427,1.7061536,2.0971391,0.29196417,1.2154834,1.3019673,0.10259964,1.3487964,0.16026072,75.0,75.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:01:53-05:00,0.276664,2.63165,0.473754,0.136477,2.81772,0.276012,0.0729923,1.49773,0.0857532,1.3646846,1.7253728,2.190662,0.26444164,1.2683351,1.2818855,0.10136731,1.3841772,0.14759454,76.0,75.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:02:03-05:00,0.281855,2.60567,0.474877,0.139616,2.77191,0.28739,0.0756519,1.54701,0.0787683,1.3598264,1.7445918,2.2841845,0.23691909,1.3211868,1.2618036,0.100134976,1.4195582,0.13492836,74.0,75.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:02:03-05:00,0.286243,2.61643,0.607055,0.138623,2.7835,0.26764,0.0724818,1.5312,0.105687,1.3598264,1.7445918,2.2841845,0.23691909,1.3211868,1.2618036,0.100134976,1.4195582,0.13492836,74.0,75.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:02:23-05:00,0.277092,2.61197,0.848615,0.135725,2.75375,0.23018,0.0747385,1.53041,0.0893531,1.35011,1.78303,2.47123,0.181874,1.42689,1.22164,0.0976703,1.49032,0.109596,76.0,75.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:02:33-05:00,0.29221,2.65029,0.66394,0.139563,2.76086,0.275905,0.072455,1.50722,0.0801652,1.35011,1.78303,2.47123,0.181874,1.42689,1.22164,0.0976703,1.49032,0.109596,74.0,75.0,55.0,54.0
DESFIBRADORA,2025-07-09 17:02:43-05:00,0.426448,3.52961,1.0037,0.287149,3.30971,0.580683,0.127931,2.1052,0.259624,1.3578237,1.8105146,2.37192,0.22810628,1.3931718,1.2382318,0.096562505,1.5177909,0.10765738,182.0,181.0,55.0,54.0
DESFIBRADORA,2025-07-09 17:02:53-05:00,0.322498,2.87261,0.56494,0.177371,2.60791,0.378786,0.0842756,1.63372,0.127555,1.3655373,1.8379991,2.27261,0.27433854,1.3594537,1.2548237,0.0954547,1.5452617,0.10571876,98.0,97.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:03:03-05:00,0.28643,2.5537,0.593088,0.133767,2.6245,0.27671,0.0733147,1.45952,0.0881173,1.373251,1.8654836,2.1733,0.32057083,1.3257354,1.2714155,0.0943469,1.5727327,0.10378014,76.0,75.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:03:13-05:00,0.276905,2.59937,0.593249,0.140287,2.78481,0.285297,0.073852,1.50564,0.0856994,1.3809646,1.8929682,2.07399,0.36680308,1.2920172,1.2880073,0.0932391,1.6002036,0.101841524,76.0,75.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:03:23-05:00,0.282791,2.57207,0.515655,0.13704,2.75612,0.296245,0.0729117,1.50748,0.0910187,1.3886782,1.9204527,1.97468,0.41303536,1.2582991,1.304599,0.0921313,1.6276746,0.099902906,76.0,75.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:03:33-05:00,0.283701,2.58651,0.519294,0.140797,2.78613,0.355924,0.0759743,1.53937,0.0884397,1.3963919,1.9479374,1.87537,0.45926762,1.2245809,1.321191,0.0910235,1.6551454,0.097964294,76.0,77.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:03:43-05:00,0.281748,2.57732,0.532725,0.137926,2.75954,0.307945,0.0749803,1.50933,0.0935977,1.4041054,1.9754219,1.77606,0.5054999,1.1908628,1.3377827,0.0899157,1.6826164,0.096025676,78.0,77.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:03:43-05:00,0.281614,2.60803,0.5887,0.141065,2.77376,0.284975,0.073449,1.52778,0.0845174,1.4041054,1.9754219,1.77606,0.5054999,1.1908628,1.3377827,0.0899157,1.6826164,0.096025676,78.0,77.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:04:03-05:00,0.414488,3.24193,0.6283,0.284599,3.47108,0.632848,0.131854,2.10178,0.164951,1.4195328,2.030391,1.5774399,0.5979644,1.1234263,1.3709663,0.0877001,1.7375582,0.09214844,158.0,156.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:04:13-05:00,0.352278,2.89204,0.775301,0.21145,2.80271,0.434654,0.104559,1.90834,0.106654,1.4272463,2.0578754,1.47813,0.6441967,1.0897082,1.3875582,0.086592294,1.7650291,0.09020982,106.0,104.0,55.0,53.5
DESFIBRADORA,2025-07-09 17:04:23-05:00,0.366834,2.77969,0.557235,0.234179,3.06753,0.552186,0.104586,1.91782,0.15931,1.43496,2.08536,1.37882,0.690429,1.05599,1.40415,0.0854845,1.7925,0.0882712,124.0,123.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:04:33-05:00,0.343422,2.92695,0.660569,0.213517,2.91117,0.398214,0.100851,1.87381,0.150605,1.43496,2.08536,1.37882,0.690429,1.05599,1.40415,0.0854845,1.7925,0.0882712,127.0,125.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:04:43-05:00,0.409297,3.5262,1.14401,0.272256,3.79276,0.663439,0.132606,2.25279,0.32727,1.4274845,2.027399,1.2534727,0.65706426,1.028697,1.4090482,0.08562075,1.7452354,0.11042118,129.0,128.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:04:53-05:00,0.355382,2.8251,0.74603,0.217864,2.64345,0.424081,0.10472,1.89648,0.222066,1.4200091,1.9694382,1.1281254,0.62369955,1.0014042,1.4139464,0.08575701,1.697971,0.13257116,109.0,108.0,54.0,53.5
DESFIBRADORA,2025-07-09 17:05:03-05:00,0.349308,2.72221,0.559429,0.219098,2.75928,0.547785,0.0948873,1.78289,0.117561,1.4125336,1.9114773,1.0027782,0.5903348,0.97411126,1.4188446,0.08589326,1.6507064,0.15472116,105.0,104.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:05:13-05:00,0.352091,2.78311,0.652863,0.218078,2.75112,0.419788,0.101147,1.89358,0.119549,1.4050581,1.8535165,0.87743086,0.55697006,0.94681835,1.4237428,0.086029515,1.6034418,0.17687114,106.0,104.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:05:23-05:00,0.347168,2.92144,0.681814,0.196584,2.51736,0.435083,0.0934366,1.79659,0.117991,1.3975828,1.7955555,0.7520836,0.52360535,0.91952544,1.428641,0.08616577,1.5561773,0.19902112,105.0,104.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:05:33-05:00,0.344465,2.57916,0.466369,0.202407,2.55974,0.415334,0.0875263,1.72464,0.10386,1.3901073,1.7375946,0.62673634,0.49024063,0.89223254,1.433539,0.08630203,1.5089128,0.2211711,111.0,110.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:05:43-05:00,0.344385,2.67706,0.679459,0.186897,2.6682,0.375459,0.085189,1.70224,0.10558,1.3826319,1.6796336,0.5013891,0.4568759,0.86493963,1.4384372,0.08643828,1.4616482,0.24332108,101.0,100.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:05:53-05:00,0.344037,2.65895,0.547228,0.198409,2.55395,0.416353,0.0897829,1.78552,0.109663,1.3751564,1.6216727,0.3760418,0.42351118,0.8376467,1.4433354,0.08657454,1.4143836,0.26547107,104.0,104.0,54.0,53.5
DESFIBRADORA,2025-07-09 17:06:03-05:00,0.344813,2.76657,0.591483,0.207559,2.7011,0.439269,0.0903471,1.75522,0.136743,1.3676809,1.5637119,0.25069454,0.39014646,0.8103538,1.4482336,0.08671079,1.3671191,0.28762105,105.0,104.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:06:13-05:00,0.331836,2.9007,0.583884,0.200851,2.78981,0.500182,0.0991857,1.87091,0.226795,1.3602055,1.5057509,0.12534727,0.35678172,0.7830609,1.4531318,0.086847045,1.3198546,0.30977103,114.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:06:43-05:00,0.330525,2.71407,0.508591,0.173642,2.4834,0.344278,0.086989,1.70778,0.115305,1.3596964,1.5139409,0.18016545,0.30177802,0.8164,1.4516382,0.08877418,1.2691146,0.3338221,96.0,97.0,53.0,53.0
DESFIBRADORA,2025-07-09 17:06:53-05:00,0.343877,2.71512,0.58153,0.208928,2.77797,0.408464,0.0967141,1.83402,0.12691,1.3666627,1.5800918,0.3603309,0.280139,0.877032,1.4452463,0.09056506,1.2656391,0.3357232,113.0,111.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:03-05:00,0.34583,2.72825,0.719915,0.20383,2.6832,0.370843,0.0953171,1.78974,0.110576,1.3736291,1.6462427,0.54049635,0.2585,0.937664,1.4388546,0.092355944,1.2621636,0.33762428,101.0,100.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:13-05:00,0.351904,2.96658,0.57864,0.21239,2.91748,0.446085,0.10163,1.86169,0.142277,1.3805954,1.7123936,0.7206618,0.236861,0.99829596,1.4324627,0.094146825,1.2586882,0.33952537,105.0,105.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:23-05:00,0.348292,3.07,0.699312,0.210055,2.91064,0.399287,0.0987021,1.79264,0.221636,1.3875618,1.7785445,0.9008273,0.215222,1.058928,1.4260709,0.09593771,1.2552128,0.34142646,108.0,107.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:33-05:00,0.373122,2.89046,0.620166,0.248803,3.08859,0.414582,0.113424,2.02113,0.158342,1.3945283,1.8446956,1.0809927,0.193583,1.11956,1.419679,0.097728595,1.2517372,0.34332755,126.0,125.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:43-05:00,0.385457,3.05084,0.648903,0.226826,3.09833,0.389788,0.101308,1.90096,0.1174,1.4014946,1.9108465,1.2611582,0.171944,1.180192,1.4132873,0.09951948,1.2482618,0.34522864,113.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:07:53-05:00,0.398353,3.29731,0.739662,0.259483,3.52504,0.517248,0.13274,2.20087,0.183166,1.408461,1.9769974,1.4413236,0.150305,1.240824,1.4068954,0.10131036,1.2447864,0.34712973,126.0,123.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:03-05:00,0.356426,2.98706,0.491199,0.216522,2.66188,0.429341,0.100502,1.86353,0.158557,1.4154273,2.0431483,1.621489,0.128666,1.301456,1.4005036,0.10310124,1.241311,0.34903082,122.0,121.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:13-05:00,0.376119,2.88338,0.974211,0.231307,2.89853,0.499109,0.112833,1.96105,0.149208,1.4223937,2.1092992,1.8016546,0.107027,1.362088,1.3941118,0.10489212,1.2378354,0.3509319,127.0,125.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:23-05:00,0.368734,2.83193,0.768024,0.225082,2.89748,0.52122,0.101442,1.84403,0.127233,1.42936,2.17545,1.98182,0.085388,1.42272,1.38772,0.106683,1.23436,0.352833,105.0,104.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:33-05:00,0.393109,2.98181,0.917165,0.269385,3.49951,0.615567,0.131746,2.15027,0.166993,1.42936,2.17545,1.98182,0.085388,1.42272,1.38772,0.106683,1.23436,0.352833,115.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:43-05:00,0.355061,2.55658,0.639431,0.219152,2.80719,0.496533,0.103162,1.96289,0.117776,1.4226255,2.1153147,2.0353372,0.1555279,1.3585737,1.3940555,0.10587817,1.2527864,0.33843845,124.0,121.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:08:53-05:00,0.364292,3.1435,0.857873,0.246066,2.9933,0.421022,0.113666,1.9455,0.226365,1.4158909,2.055179,2.0888546,0.2256678,1.2944274,1.4003909,0.105073325,1.2712127,0.3240439,109.0,108.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:09:03-05:00,0.369965,2.7503,0.486383,0.241477,3.16546,0.408142,0.131236,2.2296,0.163877,1.4091564,1.9950438,2.142372,0.29580772,1.2302811,1.4067264,0.10426849,1.2896391,0.30964938,114.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:09:13-05:00,0.384841,3.41674,0.910209,0.245502,3.33024,0.477427,0.128549,2.11944,0.167853,1.4024218,1.9349083,2.195889,0.36594763,1.1661348,1.4130619,0.10346366,1.3080654,0.29525483,119.0,118.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:09:23-05:00,0.355944,3.09021,0.592767,0.22857,2.98066,0.515102,0.096741,1.7792,0.15039,1.3956873,1.8747728,2.2494063,0.43608755,1.1019886,1.4193972,0.102658816,1.3264918,0.28086028,113.0,111.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:09:33-05:00,0.355168,3.04113,0.529033,0.229724,2.99751,0.44909,0.10523,1.84166,0.161996,1.3889527,1.8146373,2.3029237,0.50622743,1.0378424,1.4257327,0.10185398,1.3449181,0.26646572,137.0,134.0,53.5,52.0
DESFIBRADORA,2025-07-09 17:09:43-05:00,0.40812,3.33432,0.78563,0.266808,3.47187,0.465996,0.134137,2.213,0.288745,1.3822182,1.7545018,2.3564408,0.5763674,0.97369605,1.4320681,0.10104914,1.3633446,0.25207117,116.0,116.0,53.0,53.0
DESFIBRADORA,2025-07-09 17:09:53-05:00,0.341415,2.60777,0.721306,0.19052,2.44392,0.351791,0.094538,1.78262,0.11826,1.3754836,1.6943663,2.4099581,0.64650726,0.9095498,1.4384036,0.100244306,1.3817708,0.23767664,107.0,107.0,54.0,53.5
DESFIBRADORA,2025-07-09 17:10:03-05:00,0.368948,2.79544,0.762886,0.227712,2.76402,0.497874,0.0978693,1.80424,0.130403,1.3687491,1.634231,2.4634755,0.71664715,0.84540355,1.4447391,0.09943947,1.4001973,0.22328208,116.0,114.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:10:13-05:00,0.358058,3.0553,0.513461,0.213356,2.80929,0.475066,0.10652,1.90992,0.147919,1.3620145,1.5740955,2.5169926,0.7867871,0.7812573,1.4510745,0.09863463,1.4186236,0.20888755,105.0,105.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:10:23-05:00,0.386687,3.02748,1.28341,0.239062,3.01752,0.498357,0.109529,1.95736,0.154528,1.35528,1.51396,2.57051,0.856927,0.717111,1.45741,0.0978298,1.43705,0.194493,116.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:10:33-05:00,0.334646,2.76421,0.500992,0.206701,2.79929,0.380342,0.0986752,1.83375,0.157805,1.35528,1.51396,2.57051,0.856927,0.717111,1.45741,0.0978298,1.43705,0.194493,107.0,108.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:10:43-05:00,0.370473,2.79886,0.659927,0.241826,3.01383,0.458482,0.108696,1.97818,0.203852,1.3497074,1.4990609,2.5306244,0.78822696,0.71028244,1.4591736,0.09833381,1.4356046,0.20391391,113.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:10:53-05:00,0.373844,2.8461,0.889981,0.235574,2.9417,0.407766,0.118287,1.97633,0.124546,1.3441346,1.4841619,2.490739,0.719527,0.7034539,1.4609373,0.09883783,1.434159,0.21333481,111.0,108.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:11:03-05:00,0.350887,2.63638,0.632635,0.20018,2.59554,0.488751,0.0965529,1.82005,0.188592,1.3385619,1.4692627,2.4508536,0.650827,0.69662535,1.4627008,0.099341854,1.4327136,0.22275573,120.0,121.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:11:13-05:00,0.357897,2.40592,0.49045,0.213543,2.63398,0.343151,0.0987827,1.84877,0.119603,1.3329891,1.4543636,2.410968,0.582127,0.6897968,1.4644645,0.09984587,1.4312682,0.23217663,121.0,121.0,54.0,53.5
DESFIBRADORA,2025-07-09 17:11:23-05:00,0.36167,2.64347,0.630173,0.219903,2.59791,0.466532,0.105391,1.88145,0.105956,1.3274164,1.4394646,2.3710825,0.51342696,0.68296826,1.4662281,0.10034989,1.4298227,0.24159755,116.0,116.0,54.0,54.0
DESFIBRADORA,2025-07-09 17:11:33-05:00,0.378928,2.81513,0.595925,0.238338,2.88274,0.413563,0.10335,1.94286,0.254627,1.3218436,1.4245654,2.3311973,0.444727,0.6761397,1.4679918,0.100853905,1.4283773,0.25101846,113.0,112.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:11:43-05:00,0.339355,3.05871,0.513942,0.209733,2.98698,0.460736,0.101201,1.81768,0.130994,1.316271,1.4096664,2.2913117,0.376027,0.66931117,1.4697554,0.10135792,1.4269317,0.26043937,91.0,90.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:11:53-05:00,0.349282,2.72484,0.485045,0.212041,2.76717,0.465083,0.0988364,1.84825,0.111866,1.3106982,1.3947673,2.2514262,0.307327,0.6624826,1.4715191,0.10186194,1.4254863,0.26986027,98.0,99.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:12:03-05:00,0.338525,2.86133,0.703861,0.207962,2.81403,0.417802,0.0914754,1.70409,0.122719,1.3051255,1.3798681,2.2115407,0.238627,0.6556541,1.4732827,0.10236596,1.4240409,0.27928117,116.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:12:13-05:00,0.358218,2.82327,0.521809,0.237801,3.4179,0.418178,0.112726,2.03905,0.127716,1.2995527,1.3649691,2.1716554,0.169927,0.6488255,1.4750464,0.10286998,1.4225954,0.2887021,120.0,120.0,54.5,52.0
DESFIBRADORA,2025-07-09 17:12:23-05:00,0.340853,2.65239,0.622895,0.200422,2.59107,0.39918,0.0932485,1.73545,0.138409,1.29398,1.35007,2.13177,0.101227,0.641997,1.47681,0.103374,1.42115,0.298123,123.0,121.0,55.0,54.0
DESFIBRADORA,2025-07-09 17:12:33-05:00,0.340479,2.43952,0.436615,0.207774,2.62766,0.406425,0.0956126,1.81689,0.139537,1.29398,1.35007,2.13177,0.101227,0.641997,1.47681,0.103374,1.42115,0.298123,116.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:12:43-05:00,0.365229,2.75843,0.852789,0.239116,2.84062,0.441684,0.105015,1.92046,0.140988,1.3066336,1.4413773,2.1228645,0.15644409,0.7354645,1.4672863,0.102446206,1.3983154,0.30844617,111.0,111.0,53.0,53.0
DESFIBRADORA,2025-07-09 17:12:53-05:00,0.336224,2.51012,0.501206,0.193552,2.55711,0.4485,0.0928993,1.79027,0.126857,1.3192873,1.5326846,2.113959,0.21166119,0.8289321,1.4577627,0.101518415,1.3754809,0.31876937,124.0,121.0,53.5,52.0
DESFIBRADORA,2025-07-09 17:13:03-05:00,0.384467,2.79308,0.744531,0.223874,2.83404,0.443509,0.116755,2.02034,0.170109,1.3319409,1.6239918,2.1050534,0.26687828,0.92239964,1.4482391,0.100590624,1.3526464,0.32909253,111.0,110.0,54.0,53.0
DESFIBRADORA,2025-07-09 17:13:13-05:00,0.33585,2.58887,0.648314,0.188266,2.37442,0.394618,0.0881441,1.70725,0.128469,1.3445945,1.7152991,2.096148,0.32209536,1.0158672,1.4387155,0.09966283,1.3298118,0.33941573,109.0,108.0,53.0,53.0
DESFIBRADORA,2025-07-09 17:13:23-05:00,0.373523,3.16817,0.803289,0.222372,3.13466,0.414153,0.101604,1.86406,0.197189,1.3572482,1.8066064,2.0872426,0.37731245,1.1093347,1.4291918,0.09873504,1.3069773,0.3497389,111.0,110.0,54.0,53.0
