Maquina,timestamp,aceleracion_chum_la_h,velocidad_chum_la_h,envolvente_chum_la_h,aceleracion_chum_la_a,velocidad_chum_la_a,envolvente_chum_la_a,aceleracion_chum_lb_h,velocidad_chum_lb_h,envolvente_chum_lb_h,desbalance_lado_a,desalineacion_rad_lado_a,soltura_lado_a,rodamiento_chum_lado_a,desalineacion_ang_lado_a,desbalance_lado_b,desalineacion_lado_b,soltura_lado_b,rodamiento_chum_lado_b,corriente_motor_a,corriente_motor_b,temp_chum_lado_a,temp_chum_lado_b
DESFIBRADORA,2025-07-12 14:47:13-05:00,0.237466,2.40041,0.369028,0.187085,3.10491,0.254331,0.124143,2.106,0.0877412,0.36487073,1.3658918,1.4707873,0.15380873,1.3963555,1.3306855,0.023542764,0.7202873,0.30081818,105.0,106.0,54.5,53.5
DESFIBRADORA,2025-07-12 14:47:23-05:00,0.251031,2.27048,1.3815,0.203937,3.20415,0.357373,0.129758,2.19428,0.142707,0.3666349,1.3960173,1.5298691,0.1922609,1.4376118,1.3352318,0.023739954,0.61738914,0.31981373,109.0,109.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:47:33-05:00,0.235566,2.1311,0.414247,0.189581,3.09438,0.316693,0.118663,2.04433,0.10069,0.3683991,1.4261427,1.5889509,0.23071308,1.4788682,1.3397782,0.023937145,0.5144909,0.33880928,105.0,106.0,54.5,54.0
DESFIBRADORA,2025-07-12 14:47:43-05:00,0.223686,1.64472,0.342271,0.170073,2.51367,0.294045,0.105418,1.90596,0.0968216,0.3701633,1.4562682,1.6480327,0.26916528,1.5201246,1.3443245,0.024134336,0.41159275,0.3578048,111.0,110.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:47:53-05:00,0.267727,2.37048,0.662656,0.236433,3.51372,0.461756,0.155925,2.48656,0.160545,0.37192747,1.4863936,1.7071145,0.30761746,1.561381,1.3488709,0.024331527,0.30869457,0.37680036,146.0,145.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:48:03-05:00,0.248784,2.12952,0.503507,0.213221,3.19494,0.398911,0.144641,2.42041,0.123902,0.37369165,1.5165191,1.7661964,0.34606963,1.6026373,1.3534173,0.024528718,0.20579638,0.3957959,104.0,106.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:48:13-05:00,0.235084,1.84867,0.354419,0.180887,2.78797,0.290932,0.109851,2.00084,0.110684,0.37545583,1.5466444,1.8252782,0.3845218,1.6438937,1.3579636,0.024725908,0.10289819,0.41479144,104.0,103.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:48:23-05:00,0.21903,1.79748,0.435759,0.164679,2.45339,0.307086,0.100233,1.84482,0.0809175,0.37722,1.57677,1.88436,0.422974,1.68515,1.36251,0.0249231,0.0,0.433787,113.0,112.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:48:33-05:00,0.230937,2.02401,0.452402,0.17925,2.78744,0.326514,0.113585,1.98924,0.0800578,0.37722,1.57677,1.88436,0.422974,1.68515,1.36251,0.0249231,0.0,0.433787,115.0,115.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:48:43-05:00,0.218549,1.62241,0.302886,0.155636,2.3839,0.307032,0.105526,1.85642,0.0728579,0.37196591,1.5676172,1.88024,0.41909617,1.6753627,1.3605472,0.024039827,0.08026609,0.451641,95.0,95.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:48:53-05:00,0.223338,1.86022,0.430943,0.170421,2.56106,0.298929,0.107406,1.90491,0.0946186,0.36671183,1.5584645,1.87612,0.41521835,1.6655755,1.3585845,0.023156554,0.16053218,0.469495,94.0,95.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:49:03-05:00,0.225479,1.85628,0.317174,0.174393,2.67899,0.261039,0.115869,1.9874,0.0968216,0.36145774,1.5493118,1.872,0.41134053,1.6557882,1.3566217,0.022273282,0.24079828,0.487349,103.0,102.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:49:13-05:00,0.210736,1.63107,0.301708,0.159017,2.37179,0.313365,0.0946992,1.75205,0.0845174,0.35620365,1.540159,1.86788,0.40746272,1.6460009,1.3546591,0.021390008,0.32106435,0.505203,96.0,96.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:49:23-05:00,0.215257,1.75076,0.356345,0.161942,2.39601,0.308911,0.0985946,1.80081,0.0940813,0.35094956,1.5310063,1.86376,0.4035849,1.6362137,1.3526963,0.020506736,0.40133044,0.523057,101.0,102.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:49:33-05:00,0.211244,1.67412,0.379891,0.153141,2.33573,0.244671,0.0944306,1.7315,0.0849472,0.34569544,1.5218536,1.85964,0.39970708,1.6264263,1.3507336,0.019623464,0.48159656,0.540911,86.0,88.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:49:43-05:00,0.235833,2.16155,0.417297,0.181048,2.81008,0.28417,0.109448,1.96078,0.118367,0.34044135,1.5127009,1.85552,0.39582926,1.6166391,1.3487709,0.01874019,0.56186265,0.558765,116.0,116.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:49:53-05:00,0.235432,2.0513,0.404293,0.173776,2.60291,0.261308,0.107782,1.86696,0.0908038,0.33518726,1.5035481,1.8514,0.39195144,1.6068518,1.3468082,0.017856918,0.6421287,0.576619,124.0,123.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:50:03-05:00,0.250335,2.1101,0.520792,0.193472,2.71374,0.372721,0.123042,2.03141,0.0913948,0.32993317,1.4943954,1.84728,0.38807362,1.5970645,1.3448454,0.016973644,0.7223948,0.594473,140.0,138.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:50:13-05:00,0.277092,2.51669,0.676462,0.209465,3.1644,0.33773,0.149047,2.45467,0.0895143,0.32467908,1.4852427,1.84316,0.3841958,1.5872773,1.3428828,0.016090373,0.8026609,0.61232704,162.0,161.0,55.0,53.5
DESFIBRADORA,2025-07-12 14:50:23-05:00,0.269895,2.60882,0.501527,0.219661,3.216,0.345512,0.138328,2.30102,0.102624,0.319425,1.47609,1.83904,0.380318,1.57749,1.34092,0.0152071,0.882927,0.630181,170.0,169.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:50:33-05:00,0.252048,2.69885,0.433619,0.19162,3.16019,0.267265,0.12323,2.18638,0.0756519,0.319425,1.47609,1.83904,0.380318,1.57749,1.34092,0.0152071,0.882927,0.630181,146.0,146.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:50:43-05:00,0.206,1.48329,0.327341,0.137577,2.01141,0.260234,0.076834,1.5486,0.0857532,0.31950018,1.5312636,1.9206164,0.3838829,1.6215718,1.3379508,0.016266627,0.96289366,0.6201011,84.0,86.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:50:53-05:00,0.213572,1.64209,0.294966,0.152013,2.29071,0.279984,0.0876606,1.68142,0.0754907,0.31957534,1.5864372,2.0021927,0.3874478,1.6656536,1.3349818,0.017326154,1.0428603,0.6100212,96.0,97.0,54.0,53.5
DESFIBRADORA,2025-07-12 14:51:03-05:00,0.209103,1.65233,0.332478,0.147371,2.20726,0.262274,0.0877412,1.6888,0.0780698,0.31965053,1.6416109,2.083769,0.39101273,1.7097355,1.3320127,0.018385682,1.1228269,0.5999413,82.0,81.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:51:13-05:00,0.215418,1.73895,0.344198,0.160842,2.42891,0.289429,0.0934097,1.7452,0.0744161,0.31972572,1.6967845,2.1653454,0.39457762,1.7538173,1.3290436,0.019445209,1.2027936,0.5898614,94.0,95.0,54.5,54.0
DESFIBRADORA,2025-07-12 14:51:23-05:00,0.229519,1.98332,0.359503,0.156736,2.43655,0.259912,0.104693,1.86301,0.0837114,0.3198009,1.7519581,2.2469218,0.39814255,1.7978991,1.3260745,0.020504737,1.2827601,0.5797815,98.0,102.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:51:33-05:00,0.207685,1.68934,0.375717,0.144554,2.16357,0.351469,0.0845442,1.60025,0.0771026,0.31987607,1.8071318,2.3284984,0.40170744,1.8419809,1.3231055,0.021564264,1.3627268,0.56970155,86.0,88.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:51:43-05:00,0.213224,1.95314,0.377216,0.153865,2.49446,0.309823,0.0980305,1.83033,0.0934903,0.31995127,1.8623054,2.4100747,0.40527236,1.8860627,1.3201363,0.02262379,1.4426935,0.55962163,97.0,97.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:51:53-05:00,0.233051,2.10721,0.378982,0.195618,2.99224,0.334617,0.115708,2.07411,0.122612,0.32002646,1.917479,2.491651,0.40883726,1.9301445,1.3171673,0.023683319,1.5226601,0.5495417,117.0,118.0,54.0,53.5
DESFIBRADORA,2025-07-12 14:52:03-05:00,0.231526,2.04684,0.505808,0.188776,3.08359,0.280199,0.113505,2.10178,0.0785533,0.32010165,1.9726527,2.5732274,0.41240218,1.9742265,1.3141981,0.024742845,1.6026267,0.53946185,113.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:52:13-05:00,0.284183,3.09782,0.747528,0.228946,3.7509,0.323616,0.146011,2.41751,0.103699,0.3201768,2.0278263,2.6548038,0.41596708,2.0183082,1.3112291,0.025802374,1.6825933,0.52938193,129.0,130.0,54.5,53.5
DESFIBRADORA,2025-07-12 14:52:23-05:00,0.268476,2.69938,0.626695,0.205493,3.22863,0.343312,0.144211,2.2918,0.116863,0.320252,2.083,2.73638,0.419532,2.06239,1.30826,0.0268619,1.76256,0.519302,143.0,144.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:52:33-05:00,0.309789,2.98863,0.988927,0.234635,3.52767,0.344385,0.15982,2.5614,0.133734,0.320252,2.083,2.73638,0.419532,2.06239,1.30826,0.0268619,1.76256,0.519302,166.0,167.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:52:43-05:00,0.28651,3.16135,0.715795,0.222372,3.49424,0.350986,0.151358,2.49762,0.115573,0.3238128,2.0099854,2.6211028,0.4159931,1.9927437,1.3062109,0.025896955,1.6023272,0.51399595,146.0,146.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:52:53-05:00,0.250121,2.5726,0.531227,0.2023,3.28049,0.296567,0.137603,2.31393,0.092147,0.32737365,1.9369708,2.5058255,0.4124542,1.9230974,1.3041618,0.02493201,1.4420946,0.5086898,113.0,115.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:53:03-05:00,0.204903,1.43237,0.358058,0.140609,2.07907,0.269197,0.085189,1.61316,0.0931679,0.33093446,1.8639563,2.3905482,0.40891528,1.853451,1.3021127,0.023967063,1.2818618,0.50338376,84.0,83.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:53:13-05:00,0.208006,1.64761,0.322632,0.150484,2.48209,0.283848,0.0916635,1.72544,0.0871501,0.33449528,1.7909418,2.275271,0.40537637,1.7838047,1.3000636,0.023002118,1.1216291,0.49807763,89.0,90.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:53:23-05:00,0.205411,1.72845,0.300959,0.152255,2.46445,0.299841,0.0937052,1.76787,0.0843024,0.3380561,1.7179272,2.1599936,0.40183747,1.7141583,1.2980145,0.022037173,0.9613964,0.49277154,89.0,90.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:53:33-05:00,0.189678,1.17172,0.240489,0.131647,1.9693,0.258087,0.0849472,1.56309,0.0790906,0.34161693,1.6449127,2.0447164,0.39829853,1.6445118,1.2959654,0.021072228,0.8011636,0.48746547,80.0,79.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:53:43-05:00,0.21194,1.58225,0.361857,0.156924,2.2457,0.235654,0.101657,1.80608,0.0858069,0.34517774,1.5718981,1.9294392,0.39475963,1.5748655,1.2939163,0.020107282,0.6409309,0.48215938,98.0,100.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:53:53-05:00,0.209879,1.65181,0.35185,0.147318,2.22385,0.274617,0.101281,1.78631,0.0786608,0.34873855,1.4988836,1.8141619,0.39122072,1.5052191,1.2918673,0.019142337,0.4806982,0.47685328,85.0,86.0,54.5,53.5
DESFIBRADORA,2025-07-12 14:54:03-05:00,0.211164,1.67044,0.37165,0.148149,2.37626,0.304993,0.0920933,1.71621,0.0810249,0.35229936,1.4258691,1.6988846,0.3876818,1.4355727,1.2898182,0.01817739,0.32046545,0.4715472,89.0,91.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:54:13-05:00,0.200969,1.52608,0.251459,0.134867,2.08591,0.237962,0.0880636,1.66746,0.110254,0.3558602,1.3528545,1.5836073,0.3841429,1.3659264,1.2877691,0.017212445,0.16023272,0.4662411,80.0,81.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:54:23-05:00,0.219726,1.96416,0.327876,0.161432,2.57685,0.295225,0.0907501,1.72095,0.0826906,0.359421,1.27984,1.46833,0.380604,1.29628,1.28572,0.0162475,0.0,0.460935,103.0,104.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:54:33-05:00,0.281079,2.63139,1.68246,0.20544,3.25575,0.390056,0.128442,2.19297,0.0890844,0.359421,1.27984,1.46833,0.380604,1.29628,1.28572,0.0162475,0.0,0.460935,133.0,134.0,54.5,53.0
DESFIBRADORA,2025-07-12 14:54:43-05:00,0.238161,2.12349,0.451225,0.192962,3.07385,0.282399,0.108884,1.9787,0.120785,0.35926828,1.273339,1.4813982,0.35383144,1.2902501,1.2877773,0.016407764,0.12894182,0.444031,106.0,108.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:54:53-05:00,0.239472,2.17677,0.543375,0.174286,2.71821,0.265977,0.126158,2.12286,0.0815085,0.35911557,1.2668382,1.4944664,0.32705888,1.28422,1.2898345,0.016568027,0.25788364,0.427127,107.0,106.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:03-05:00,0.244395,2.12742,0.39054,0.199751,3.00067,0.317444,0.141606,2.3424,0.0976812,0.35896283,1.2603372,1.5075345,0.30028632,1.27819,1.2918918,0.016728291,0.38682544,0.410223,120.0,121.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:13-05:00,0.232944,2.21431,0.448602,0.189876,3.00909,0.309072,0.117991,2.06225,0.0909112,0.3588101,1.2538364,1.5206027,0.27351373,1.27216,1.2939491,0.016888555,0.5157673,0.393319,107.0,108.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:23-05:00,0.239044,2.1038,0.599082,0.195914,2.98329,0.335959,0.125487,2.20693,0.0940276,0.35865736,1.2473354,1.5336709,0.24674118,1.26613,1.2960063,0.017048819,0.6447091,0.376415,111.0,112.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:33-05:00,0.193451,1.30874,0.363677,0.127622,1.90243,0.258356,0.0764041,1.46795,0.0786608,0.35850465,1.2408346,1.5467391,0.21996862,1.2601,1.2980636,0.017209081,0.7736509,0.359511,78.0,79.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:43-05:00,0.196207,1.28774,0.291755,0.123301,1.74712,0.331773,0.0728042,1.40944,0.0772638,0.35835192,1.2343336,1.5598073,0.19319606,1.2540699,1.3001208,0.017369345,0.9025927,0.342607,78.0,77.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:55:53-05:00,0.192247,1.26359,0.278858,0.131217,1.85479,0.280252,0.0827174,1.54543,0.074846,0.35819918,1.2278328,1.5728755,0.16642348,1.24804,1.3021781,0.017529609,1.0315346,0.325703,78.0,79.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:56:03-05:00,0.196314,1.37462,0.305882,0.124992,1.87927,0.333705,0.0791175,1.51486,0.0804876,0.35804644,1.2213318,1.5859436,0.13965093,1.24201,1.3042355,0.017689873,1.1604763,0.308799,79.0,79.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:56:13-05:00,0.203725,1.47043,0.368493,0.154187,2.19621,0.270109,0.0959887,1.69776,0.0823144,0.35789374,1.214831,1.5990118,0.11287837,1.2359799,1.3062927,0.017850136,1.2894182,0.291895,86.0,86.0,54.0,53.0
DESFIBRADORA,2025-07-12 14:56:23-05:00,0.218468,1.80405,0.394393,0.169536,2.60686,0.346049,0.104397,1.90596,0.0922545,0.357741,1.20833,1.61208,0.0861058,1.22995,1.30835,0.0180104,1.41836,0.274991,94.0,93.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:56:33-05:00,0.229733,2.24738,0.434742,0.174286,2.79718,0.286692,0.108427,1.92072,0.0701177,0.357741,1.20833,1.61208,0.0861058,1.22995,1.30835,0.0180104,1.41836,0.274991,101.0,100.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:56:43-05:00,0.246964,2.50435,0.515922,0.197067,3.21468,0.297909,0.140423,2.28468,0.0903202,0.35457927,1.2242682,1.6458354,0.11626764,1.2481872,1.3049881,0.01884959,1.4328172,0.31572708,109.0,110.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:56:53-05:00,0.244502,2.2458,0.354151,0.181772,2.71005,0.309018,0.103726,1.84377,0.0985946,0.35141754,1.2402064,1.679591,0.14642948,1.2664245,1.3016263,0.019688781,1.4472746,0.3564632,113.0,115.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:03-05:00,0.247981,2.37757,0.59935,0.200609,2.97198,0.280521,0.122773,2.0828,0.094941,0.3482558,1.2561445,1.7133464,0.1765913,1.2846618,1.2982645,0.020527974,1.4617318,0.39719927,98.0,99.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:13-05:00,0.211619,1.66047,0.259754,0.160037,2.47893,0.283794,0.0909918,1.67615,0.0960693,0.34509408,1.2720827,1.7471018,0.20675313,1.302899,1.2949027,0.021367164,1.476189,0.43793538,91.0,90.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:23-05:00,0.22885,1.81979,0.405952,0.186334,2.85747,0.345244,0.126669,2.27546,0.24372,0.34193236,1.2880208,1.7808572,0.23691498,1.3211364,1.2915409,0.022206355,1.4906464,0.47867146,80.0,79.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:33-05:00,0.226147,1.95602,0.398193,0.180216,2.55316,0.295923,0.105391,1.85747,0.0926306,0.33877063,1.3039591,1.8146127,0.26707682,1.3393736,1.2881792,0.023045545,1.5051036,0.5194076,87.0,88.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:43-05:00,0.216729,1.6085,0.340024,0.156629,2.51999,0.300324,0.105096,1.8522,0.0813473,0.3356089,1.3198973,1.8483682,0.29723865,1.357611,1.2848173,0.023884736,1.5195609,0.56014365,91.0,90.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:57:53-05:00,0.216809,1.62871,0.314819,0.175547,2.43655,0.319644,0.100421,1.7091,0.101711,0.33244717,1.3358355,1.8821236,0.32740048,1.3758482,1.2814555,0.024723927,1.5340182,0.6008797,149.0,149.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:58:03-05:00,0.238081,2.01954,0.500885,0.180162,2.66688,0.355011,0.116648,1.92731,0.0949947,0.32928544,1.3517736,1.915879,0.3575623,1.3940854,1.2780937,0.025563119,1.5484754,0.64161587,113.0,112.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:58:13-05:00,0.281561,2.90332,0.635846,0.231844,3.78223,0.347015,0.155575,2.56694,0.103484,0.3261237,1.3677118,1.9496346,0.38772416,1.4123228,1.2747319,0.02640231,1.5629327,0.68235195,123.0,122.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:58:23-05:00,0.274818,2.65502,0.414086,0.243383,3.70905,0.342131,0.159175,2.68764,0.090159,0.322962,1.38365,1.98339,0.417886,1.43056,1.27137,0.0272415,1.57739,0.723088,129.0,129.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:58:33-05:00,0.252396,2.35788,0.376895,0.204957,3.21731,0.305047,0.122505,2.0575,0.0916097,0.322962,1.38365,1.98339,0.417886,1.43056,1.27137,0.0272415,1.57739,0.723088,101.0,102.0,54.5,53.0
DESFIBRADORA,2025-07-12 14:58:43-05:00,0.219458,1.78121,0.296946,0.163364,2.49972,0.28197,0.107675,1.8667,0.0898366,0.32567745,1.3305196,1.8939093,0.38373387,1.3632505,1.2710364,0.027343908,1.511154,0.66981876,101.0,102.0,54.0,54.0
DESFIBRADORA,2025-07-12 14:58:53-05:00,0.233318,1.9345,0.340398,0.176593,2.69952,0.288732,0.108481,1.88989,0.0975738,0.3283929,1.2773892,1.8044287,0.34958175,1.2959411,1.2707027,0.027446318,1.4449182,0.6165495,109.0,109.0,54.5,53.5
DESFIBRADORA,2025-07-12 14:59:03-05:00,0.236315,2.07414,0.529996,0.190466,2.83904,0.28739,0.102866,1.83902,0.0835502,0.33110836,1.2242589,1.714948,0.31542963,1.2286316,1.2703692,0.027548727,1.3786823,0.5632802,137.0,135.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:59:13-05:00,0.259968,2.25709,0.541395,0.225136,3.40474,0.306764,0.157617,2.64837,0.0897829,0.3338238,1.1711285,1.6254674,0.2812775,1.1613221,1.2700355,0.027651137,1.3124464,0.5100109,146.0,146.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:59:23-05:00,0.276664,2.68888,0.591965,0.226343,3.80539,0.311648,0.136636,2.38799,0.10026,0.33653927,1.1179981,1.5359868,0.2471254,1.0940127,1.2697018,0.027753545,1.2462105,0.45674166,118.0,118.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:59:33-05:00,0.323167,3.2204,0.928189,0.278991,4.53351,0.464332,0.189533,3.25268,0.0772101,0.3392547,1.0648677,1.4465061,0.21297328,1.0267032,1.2693682,0.027855955,1.1799746,0.40347236,119.0,119.0,55.0,53.0
DESFIBRADORA,2025-07-12 14:59:43-05:00,0.262777,2.56787,0.615618,0.215073,3.51425,0.360378,0.145608,2.33528,0.111973,0.34197018,1.0117375,1.3570255,0.17882116,0.9593938,1.2690345,0.027958363,1.1137387,0.3502031,124.0,123.0,55.0,54.0
DESFIBRADORA,2025-07-12 14:59:53-05:00,0.234549,2.07808,0.316371,0.17399,2.78218,0.279072,0.103968,1.9252,0.0874188,0.3446856,0.9586071,1.2675449,0.14466906,0.89208436,1.2687008,0.028060773,1.0475028,0.29693383,118.0,117.0,54.5,53.0
DESFIBRADORA,2025-07-12 15:00:03-05:00,0.234388,2.03582,0.343449,0.170126,2.70031,0.268553,0.0948067,1.77103,0.0712461,0.34740108,0.9054767,1.1780642,0.110516936,0.8247749,1.2683673,0.028163182,0.9812668,0.24366455,98.0,97.0,54.0,53.0
DESFIBRADORA,2025-07-12 15:00:13-05:00,0.218308,1.67989,0.317281,0.168919,2.59396,0.259376,0.106574,1.88383,0.080004,0.35011652,0.85234636,1.0885836,0.076364815,0.7574654,1.2680336,0.028265592,0.9150309,0.19039528,88.0,88.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:00:23-05:00,0.226522,1.7652,0.445231,0.157729,2.39574,0.27612,0.106278,1.90517,0.085592,0.352832,0.799216,0.999103,0.0422127,0.690156,1.2677,0.028368,0.848795,0.137126,101.0,102.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:00:33-05:00,0.199444,1.29352,0.294537,0.12196,1.90743,0.24086,0.0720789,1.4611,0.068667,0.352832,0.799216,0.999103,0.0422127,0.690156,1.2677,0.028368,0.848795,0.137126,78.0,77.0,54.0,53.0
DESFIBRADORA,2025-07-12 15:00:43-05:00,0.227833,1.66939,0.518919,0.171709,2.64161,0.280896,0.112753,2.07859,0.0953708,0.35021827,0.8784127,1.09762,0.07204654,0.7936018,1.2745245,0.02698099,0.77163184,0.12971926,80.0,81.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:00:53-05:00,0.195029,1.4741,0.272918,0.122443,1.93981,0.219608,0.0728042,1.44186,0.0818846,0.34760454,0.9576094,1.196137,0.10188039,0.89704764,1.2813491,0.025593981,0.6944686,0.12231252,80.0,79.0,55.0,53.5
DESFIBRADORA,2025-07-12 15:01:03-05:00,0.197384,1.31137,0.427358,0.121101,1.81714,0.243597,0.070655,1.40971,0.0813473,0.34499082,1.0368061,1.294654,0.13171424,1.0004934,1.2881736,0.024206974,0.61730546,0.11490579,78.0,78.0,55.0,53.0
DESFIBRADORA,2025-07-12 15:01:13-05:00,0.210013,1.66388,0.332639,0.143319,2.20147,0.25798,0.0845442,1.62292,0.072052,0.3423771,1.1160029,1.393171,0.16154808,1.1039393,1.2949982,0.022819964,0.5401423,0.107499056,84.0,85.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:01:23-05:00,0.203163,1.3762,0.347248,0.12467,1.93981,0.225297,0.0728311,1.43922,0.0841413,0.33976337,1.1951996,1.491688,0.19138192,1.2073851,1.3018227,0.021432955,0.46297908,0.100092314,84.0,84.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:01:33-05:00,0.222963,1.76546,0.437579,0.181396,2.83377,0.406425,0.125325,2.16239,0.161405,0.33714962,1.2743963,1.590205,0.22121577,1.310831,1.3086473,0.020045945,0.38581592,0.09268558,87.0,88.0,55.0,53.5
DESFIBRADORA,2025-07-12 15:01:43-05:00,0.211003,1.6959,0.348747,0.156709,2.50657,0.284009,0.103162,1.85167,0.0862905,0.3345359,1.3535931,1.6887219,0.2510496,1.4142767,1.3154718,0.018658936,0.30865273,0.08527885,86.0,88.0,55.0,53.0
DESFIBRADORA,2025-07-12 15:01:43-05:00,0.196688,1.45337,0.32686,0.149142,2.17067,0.270914,0.0854845,1.63715,0.11149,0.3345359,1.3535931,1.6887219,0.2510496,1.4142767,1.3154718,0.018658936,0.30865273,0.08527885,86.0,88.0,55.0,53.0
DESFIBRADORA,2025-07-12 15:02:03-05:00,0.239124,1.99015,0.48649,0.193579,2.92907,0.315405,0.147032,2.46521,0.124439,0.32930845,1.5119865,1.8857559,0.3107173,1.6211684,1.3291209,0.01588492,0.15432636,0.07046537,94.0,95.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:02:13-05:00,0.216033,1.68882,0.434796,0.174286,2.56158,0.318356,0.113478,2.03695,0.0853771,0.32669473,1.5911833,1.984273,0.34055114,1.7246143,1.3359455,0.01449791,0.07716318,0.06305864,96.0,96.0,55.0,53.0
DESFIBRADORA,2025-07-12 15:02:23-05:00,0.258255,2.32324,0.487132,0.214805,3.26312,0.34417,0.166939,2.63836,0.0845174,0.324081,1.67038,2.08279,0.370385,1.82806,1.34277,0.0131109,0.0,0.0556519,141.0,143.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:02:33-05:00,0.269333,2.53401,0.773,0.218347,3.36526,0.324367,0.14628,2.3756,0.108427,0.324081,1.67038,2.08279,0.370385,1.82806,1.34277,0.0131109,0.0,0.0556519,129.0,130.0,54.0,55.0
DESFIBRADORA,2025-07-12 15:02:43-05:00,0.312491,2.99834,1.33382,0.241558,3.84935,0.38206,0.152996,2.50975,0.109985,0.3289112,1.6633127,2.0387144,0.37505352,1.8213291,1.3423018,0.014290928,0.0,0.110874906,151.0,150.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:02:53-05:00,0.297588,2.9595,0.744692,0.218266,3.66087,0.287122,0.133009,2.25912,0.102248,0.33374137,1.6562455,1.994639,0.3797221,1.8145982,1.3418336,0.015470955,0.0,0.16609792,147.0,147.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:03:03-05:00,0.244449,2.19856,0.443679,0.195887,2.90301,0.33773,0.124896,2.14711,0.0890307,0.33857155,1.6491781,1.9505635,0.38439062,1.8078673,1.3413655,0.016650982,0.0,0.22132093,137.0,136.0,55.0,54.0
DESFIBRADORA,2025-07-12 15:03:13-05:00,0.249024,2.38151,0.361536,0.21078,3.29523,0.302202,0.125863,2.16371,0.0922008,0.34340173,1.642111,1.9064881,0.3890592,1.8011364,1.3408973,0.017831009,0.0,0.27654395,129.0,128.0,55.0,54.0
