Fecha,RPM BPC [RPM],Motor LL_502\MLL _X\Velocidad Rms [mm/s],Motor LL_502\MLL _X\Aceleración Rms [g],Motor LA_502\MLA_X\Velocidad Rms [mm/s],Motor LA_502\MLA_X\Aceleración Rms [g],Motor LA_502\MLA_Y\Velocidad Rms [mm/s],Motor LA_502\MLA_Y\Aceleración Rms [g],Motor LA_502\MLA_Z\Velocidad Rms [mm/s],Motor LA_502\MLA_Z\Aceleración Rms [g],Motor LL_502\MLL_Y\Velocidad Rms [mm/s],Motor LL_502\MLL_Y\Aceleración Rms [g]
2026-01-30 00:00:33,1195.71533,0.79419,0.428342044,0.8934677,1.43049037,0.701553941,1.43093634,0.3305422,0.377373129,0.628185451,0.5794801
2026-01-30 00:00:34,1195.61609,0.7732573,0.4362549,0.914941251,1.43222642,0.709427059,1.46145,0.379248,0.378800452,0.658836067,0.5978065
2026-01-30 00:00:35,1195.51685,0.7608256,0.439389735,0.89516747,1.384314,0.7010825,1.44137955,0.349688381,0.400914,0.6127617,0.5969126
2026-01-30 00:00:36,1195.31836,0.756519139,0.435465068,0.9107684,1.46356666,0.690258443,1.46398628,0.368449658,0.396214426,0.6060726,0.5954121
2026-01-30 00:00:37,1195.02075,0.8642783,0.437464654,0.9054944,1.47888386,0.684678,1.418844,0.3048406,0.390708983,0.5912507,0.58971405
2026-01-30 00:00:38,1195.11987,0.7623523,0.440080076,0.9109487,1.43255329,0.7097582,1.45620072,0.331253529,0.3980847,0.637030661,0.5991628
2026-01-30 00:00:39,1195.02075,0.772783756,0.441164255,0.9245629,1.403028,0.7538499,1.43644333,0.4659314,0.39544636,0.6788358,0.604361
2026-01-30 00:00:40,1195.02075,0.8387355,0.4426764,0.935352564,1.39124763,0.7723069,1.5166831,0.448819131,0.404284924,0.652619243,0.6081622
2026-01-30 00:00:41,1195.02075,0.7419866,0.439035,0.9127523,1.43439627,0.6893832,1.44948685,0.330324739,0.3892477,0.608708739,0.60660547
2026-01-30 00:00:42,1194.92163,0.820628047,0.446631432,0.890564144,1.46970165,0.6868648,1.44629478,0.3401852,0.402843416,0.5925346,0.602064
2026-01-30 00:00:43,1194.426,0.783654451,0.441290021,0.907684565,1.46063519,0.6999716,1.5185132,0.3314202,0.413497746,0.640264332,0.6072568
2026-01-30 00:00:44,1194.426,0.767041,0.439885974,0.89026,1.34767389,0.704269946,1.38911843,0.356683165,0.389453322,0.5827864,0.591593146
2026-01-30 00:00:45,1195.02075,0.7649618,0.4380184,0.928934455,1.38218355,0.696020961,1.39338911,0.339356422,0.378855437,0.6129892,0.610213161
2026-01-30 00:00:46,1194.72327,0.7881376,0.43354097,0.8822044,1.42647731,0.6972445,1.37253475,0.335635632,0.380661517,0.605689347,0.5970667
2026-01-30 00:00:47,1195.31836,0.777587354,0.435952276,0.901322067,1.56879556,0.7149662,1.493792,0.356109858,0.405267984,0.620744646,0.5976108
2026-01-30 00:00:48,1195.31836,0.807872355,0.4316112,0.9011189,1.41521835,0.6975081,1.4296087,0.332714528,0.391357034,0.6362222,0.597872
2026-01-30 00:00:49,1195.61609,0.776848435,0.4320049,0.8987191,1.35545409,0.6930638,1.33357227,0.324841857,0.373863041,0.605595946,0.5872819
2026-01-30 00:00:50,1195.4176,0.7610762,0.4333305,0.91403,1.40229416,0.7174984,1.36118519,0.340314358,0.3729355,0.6181761,0.58888334
2026-01-30 00:00:51,1195.914,0.862377167,0.431866169,0.9062323,1.43073189,0.6964021,1.45826161,0.322739333,0.384988338,0.6168486,0.576352954
2026-01-30 00:00:52,1196.11267,0.7742274,0.4270468,0.9273915,1.57939458,0.6979924,1.55715656,0.3627071,0.4021688,0.6312223,0.584837139
2026-01-30 00:00:53,1196.01331,0.7978542,0.429629445,0.888422847,1.372151,0.699626148,1.45915031,0.3455671,0.399287879,0.589874864,0.5794499
2026-01-30 00:00:54,1196.3114,0.775605559,0.432116449,0.9208211,1.32018781,0.710874,1.5248059,0.356691957,0.407150418,0.5908068,0.587554038
2026-01-30 00:00:55,1196.3114,0.793409646,0.43464613,0.9018228,1.34332,0.7111751,1.35829449,0.398069382,0.3712301,0.626139939,0.5809102
2026-01-30 00:00:57,1196.41077,0.788167238,0.427197248,0.908958852,1.4145174,0.742335141,1.52143717,0.387913376,0.4119499,0.625198543,0.582328856
2026-01-30 00:00:58,1196.212,0.7704248,0.428945839,0.9012779,1.54387617,0.692689,1.47067249,0.337245852,0.409008354,0.617277741,0.582261741
2026-01-30 00:00:59,1196.60962,0.7411708,0.425206929,0.9040575,1.35638428,0.698593,1.41317761,0.337455273,0.392512441,0.6195174,0.5767855
2026-01-30 00:01:00,1196.11267,0.788295746,0.433407158,0.896312952,1.4930259,0.70112,1.51135993,0.3333251,0.404483855,0.6235385,0.5898028
2026-01-30 00:01:01,1196.51013,0.7652059,0.4223999,0.90324676,1.44663715,0.690106153,1.38848007,0.329776734,0.393246353,0.6321237,0.571824253
2026-01-30 00:01:02,1196.11267,0.800721,0.433399051,0.892724037,1.46121216,0.714569032,1.40265274,0.350024074,0.404486,0.6014948,0.585004449
2026-01-30 00:01:03,1196.3114,0.766938031,0.42580232,0.918663144,1.39771771,0.6947928,1.488708,0.3581156,0.3935308,0.6287889,0.5807564
2026-01-30 00:01:04,1196.41077,0.8149824,0.434931248,0.902619,1.496434,0.70682466,1.48554027,0.380085945,0.403420627,0.634309649,0.5846904
2026-01-30 00:01:05,1196.3114,0.7568443,0.429889679,0.9036202,1.46905112,0.7061376,1.42459607,0.35109362,0.39207375,0.627918839,0.5858334
2026-01-30 00:01:06,1196.11267,0.7633576,0.429579467,0.8913204,1.46846879,0.708175063,1.50268948,0.334682673,0.375820965,0.6500362,0.5801762
