Maquina,timestamp_grid,aceleracion_chum_la_h,velocidad_chum_la_h,envolvente_chum_la_h,aceleracion_chum_la_a,velocidad_chum_la_a,envolvente_chum_la_a,aceleracion_chum_ll_h,velocidad_chum_ll_h,envolvente_chum_ll_h,desbalance_la,desalineacion_rad_la,soltura_chum_la,rodamiento_chum_la,desalineacion_ang_la,desbalance_ll,soltura_chum_ll,rodamiento_chum_ll,corriente_picadora,temperatura_lado_der,temperatura_lado_izq
PICADORA,2025-07-14 13:20:11-05:00,0.412881,1.48432,1.6983,0.361381,1.40669,1.16126,0.260467,1.8101,0.642726,0.82985735,0.431006,1.4830233,0.90813565,0.00407384,0.8185141,0.9111122,0.4319294,90.0,52.0,54.0
PICADORA,2025-07-14 13:20:21-05:00,0.468806,2.79181,2.00285,0.462325,1.83549,1.27863,0.378011,3.83673,1.04708,0.8338497,0.4367565,1.5014675,0.91985124,0.003823075,0.82149166,0.8989933,0.42992833,112.0,52.0,54.0
PICADORA,2025-07-14 13:20:31-05:00,0.445337,1.84507,1.41307,0.414885,1.53962,1.38939,0.34099,2.12528,0.671332,0.83784217,0.442507,1.5199116,0.93156683,0.00357231,0.8244692,0.8868745,0.42792726,115.0,52.0,53.5
PICADORA,2025-07-14 13:20:41-05:00,0.446383,2.06057,1.97313,0.40976,1.54594,1.69308,0.338462,2.5449,0.840066,0.84183455,0.4482575,1.5383558,0.9432824,0.0033215452,0.8274468,0.8747557,0.42592615,108.0,52.0,53.0
PICADORA,2025-07-14 13:20:51-05:00,0.461672,2.20214,1.8793,0.436217,1.88418,1.18471,0.376371,2.7013,0.724297,0.845827,0.454008,1.5568,0.954998,0.00307078,0.8304244,0.8626368,0.42392507,123.0,52.0,54.0
PICADORA,2025-07-14 13:21:01-05:00,0.414008,1.48905,1.91605,0.305408,1.31351,1.21809,0.276625,1.78029,0.608151,0.83443874,0.45660883,1.4862479,0.89986926,0.0029591485,0.833402,0.850518,0.421924,101.0,52.0,54.0
PICADORA,2025-07-14 13:21:11-05:00,0.400409,1.46616,1.61263,0.316115,1.37589,1.34152,0.24853,1.77898,0.784305,0.8230505,0.45920968,1.4156958,0.8447405,0.0028475167,0.83243215,0.84034914,0.41330966,83.0,52.0,54.0
PICADORA,2025-07-14 13:21:21-05:00,0.402849,1.37143,1.68897,0.315336,1.37142,0.990176,0.241486,1.48753,0.584599,0.81166226,0.4618105,1.3451438,0.78961176,0.002735885,0.8314623,0.83018035,0.40469533,83.0,52.0,54.0
PICADORA,2025-07-14 13:21:31-05:00,0.455717,2.12715,1.72421,0.442845,1.8089,1.47059,0.366773,2.94843,1.21781,0.800274,0.46441135,1.2745917,0.734483,0.0026242533,0.8304925,0.8200115,0.396081,115.0,52.0,54.0
PICADORA,2025-07-14 13:21:41-05:00,0.363527,1.09594,1.84921,0.172104,1.22585,1.02447,0.18828,1.16049,0.569705,0.7888858,0.46701217,1.2040396,0.67935425,0.0025126217,0.82952267,0.80984265,0.38746667,75.0,52.0,54.0
PICADORA,2025-07-14 13:21:51-05:00,0.645487,6.79323,2.0287,0.654098,3.70203,1.77927,1.5457,10.9073,18.9076,0.77749753,0.46961302,1.1334875,0.6242255,0.00240099,0.82855284,0.79967386,0.37885234,158.0,52.0,54.0
PICADORA,2025-07-14 13:22:01-05:00,0.45797,1.83191,2.12414,0.415154,1.4896,1.75904,0.318298,2.27746,0.874211,0.7661092,0.47221383,1.0629354,0.56909674,0.0022893583,0.82758296,0.789505,0.370238,96.0,52.0,54.0
PICADORA,2025-07-14 13:22:11-05:00,0.418809,1.60562,2.02023,0.3375,1.39116,1.86884,0.261301,1.95384,0.601914,0.754721,0.47481465,0.9923833,0.513968,0.0021777267,0.8266131,0.77933615,0.36162364,91.0,52.0,54.0
PICADORA,2025-07-14 13:22:21-05:00,0.403466,1.44958,1.66724,0.298915,1.30061,1.16325,0.28246,1.66214,0.670902,0.74333274,0.4774155,0.92183125,0.45883927,0.0020660951,0.8256433,0.76916736,0.3530093,92.0,52.0,54.0
PICADORA,2025-07-14 13:22:31-05:00,0.41095,1.55905,1.63962,0.327384,1.40958,1.14033,0.264984,1.72754,0.717522,0.7319445,0.48001632,0.85127914,0.4037105,0.0019544633,0.8246735,0.7589985,0.34439498,89.0,52.0,54.0
PICADORA,2025-07-14 13:22:41-05:00,0.381043,1.22408,1.66885,0.249945,1.3064,1.38005,0.22194,1.32507,0.519053,0.72055626,0.48261717,0.7807271,0.34858176,0.0018428317,0.82370365,0.74882966,0.33578065,80.0,52.0,54.0
PICADORA,2025-07-14 13:22:51-05:00,0.375598,1.21856,1.63484,0.258129,1.24612,1.35961,0.206831,1.3285,0.547121,0.709168,0.485218,0.710175,0.293453,0.0017312,0.8227338,0.7386609,0.32716632,78.0,52.0,54.0
PICADORA,2025-07-14 13:23:01-05:00,0.373774,1.04489,2.06921,0.229097,1.17873,1.29811,0.196372,1.2499,0.55637,0.71741027,0.4808528,0.7521454,0.31730142,0.0018561917,0.821764,0.728492,0.318552,76.0,52.0,54.0
PICADORA,2025-07-14 13:23:11-05:00,0.413444,1.43432,1.69814,0.347133,1.388,1.07701,0.249659,1.72623,0.635306,0.7256525,0.47648767,0.7941158,0.34114984,0.0019811834,0.8215352,0.7382862,0.3243149,86.0,52.0,54.0
PICADORA,2025-07-14 13:23:21-05:00,0.412184,1.52405,1.78156,0.336024,1.39195,1.45636,0.272996,1.9185,0.727469,0.73389477,0.4721225,0.8360862,0.36499825,0.002106175,0.82130647,0.7480804,0.33007783,93.0,52.0,54.0
PICADORA,2025-07-14 13:23:31-05:00,0.431496,1.87586,1.92098,0.358081,1.47355,1.26172,0.318648,2.20967,0.924325,0.742137,0.4677573,0.87805665,0.38884667,0.0022311667,0.82107776,0.7578745,0.33584073,102.0,52.0,54.0
PICADORA,2025-07-14 13:23:41-05:00,0.452257,2.23398,1.76257,0.434822,1.73414,1.61709,0.360051,3.10299,0.779197,0.75037926,0.46339217,0.9200271,0.41269508,0.0023561583,0.820849,0.76766866,0.34160367,105.0,52.0,54.0
PICADORA,2025-07-14 13:23:51-05:00,0.427553,1.74982,2.28449,0.36986,1.48039,1.51577,0.294182,2.08835,0.792156,0.7586215,0.459027,0.9619975,0.43654352,0.00248115,0.82062024,0.77746284,0.34736657,97.0,52.0,54.0
PICADORA,2025-07-14 13:24:01-05:00,0.378065,1.16882,2.14935,0.245813,1.23638,1.09187,0.208578,1.34353,0.5404,0.76686376,0.45466182,1.0039679,0.46039194,0.0026061416,0.82039154,0.787257,0.3531295,78.0,52.0,54.0
PICADORA,2025-07-14 13:24:11-05:00,0.380935,1.2996,1.93075,0.257512,1.28429,1.33562,0.20925,1.40999,0.552821,0.775106,0.45029667,1.0459383,0.48424035,0.0027311333,0.8201628,0.7970512,0.3588924,77.0,52.0,54.0
PICADORA,2025-07-14 13:24:21-05:00,0.390672,1.41617,1.87946,0.280132,1.28692,1.22587,0.238609,1.50283,0.624767,0.78334826,0.4459315,1.0879087,0.50808877,0.0028561251,0.819934,0.80684537,0.36465532,86.0,52.0,54.0
PICADORA,2025-07-14 13:24:31-05:00,0.419184,1.66088,1.7395,0.354378,1.48039,1.18401,0.286896,2.18937,0.813611,0.7915905,0.44156632,1.1298791,0.5319372,0.0029811168,0.81970525,0.81663954,0.37041825,88.0,52.0,54.0
PICADORA,2025-07-14 13:24:41-05:00,0.410977,1.46669,2.06368,0.315524,1.38853,1.4861,0.257456,1.62099,0.740912,0.79983276,0.43720117,1.1718496,0.5557856,0.0031061084,0.8194765,0.82643366,0.37618116,88.0,52.0,54.0
PICADORA,2025-07-14 13:24:51-05:00,0.431872,1.68061,1.64519,0.368411,1.50145,1.40619,0.292192,1.97573,0.866306,0.808075,0.432836,1.21382,0.579634,0.0032311,0.8192478,0.83622783,0.3819441,101.0,52.0,54.0
PICADORA,2025-07-14 13:25:01-05:00,0.397673,1.35117,1.57749,0.311875,1.37747,1.27584,0.258666,1.56481,0.604118,0.80938345,0.4272231,1.1693468,0.55229616,0.0030608466,0.819019,0.846022,0.387707,91.0,52.0,54.0
PICADORA,2025-07-14 13:25:11-05:00,0.390726,1.30381,1.98836,0.311204,1.34035,1.22099,0.237023,1.52209,0.556639,0.81069183,0.42161018,1.1248736,0.5249584,0.0028905934,0.8159471,0.78668535,0.3623596,84.0,52.0,54.0
PICADORA,2025-07-14 13:25:21-05:00,0.396546,1.35038,2.0382,0.31598,1.4338,1.3148,0.223984,1.50732,0.640414,0.8120003,0.41599724,1.0804005,0.49762052,0.0027203402,0.81287515,0.7273487,0.3370122,80.0,52.0,54.0
PICADORA,2025-07-14 13:25:31-05:00,0.418353,1.56747,1.77743,0.364896,1.45749,1.24396,0.27633,1.78689,0.715909,0.81330866,0.41038433,1.0359273,0.47028267,0.0025500867,0.80980325,0.668012,0.31166482,85.0,52.0,54.0
PICADORA,2025-07-14 13:25:41-05:00,0.450057,1.97216,1.87549,0.430851,1.70914,1.32311,0.35911,2.41698,0.703595,0.8146171,0.40477142,0.9914541,0.44294482,0.0023798333,0.80673134,0.60867536,0.28631744,118.0,52.0,54.0
PICADORA,2025-07-14 13:25:51-05:00,0.43096,1.7956,1.87276,0.372221,1.56541,1.38215,0.328084,2.22972,0.841195,0.8159255,0.39915848,0.94698095,0.415607,0.00220958,0.80365944,0.5493387,0.26097003,105.0,52.0,54.0
PICADORA,2025-07-14 13:26:01-05:00,0.416449,1.51958,1.76654,0.349092,1.373,1.27508,0.274797,1.70829,0.687249,0.8172339,0.39354557,0.90250784,0.3882692,0.0020393268,0.80058753,0.490002,0.23562264,91.0,52.0,54.0
PICADORA,2025-07-14 13:26:11-05:00,0.442869,2.08425,1.85715,0.385289,1.6199,1.52978,0.339296,2.6649,0.866253,0.81854236,0.38793266,0.8580347,0.36093134,0.0018690734,0.7975156,0.43066534,0.21027526,103.0,52.0,54.0
PICADORA,2025-07-14 13:26:21-05:00,0.440026,1.73508,1.92828,0.363098,1.54541,1.36658,0.307141,2.10233,0.731448,0.81985074,0.38231975,0.8135615,0.3335935,0.00169882,0.79444367,0.37132868,0.18492787,100.0,52.0,54.0
PICADORA,2025-07-14 13:26:31-05:00,0.418621,1.62799,2.061,0.365996,1.43012,1.21412,0.267431,2.05195,0.731825,0.8211592,0.37670684,0.7690883,0.30625567,0.0015285667,0.79137176,0.311992,0.15958047,94.0,52.0,54.0
PICADORA,2025-07-14 13:26:41-05:00,0.419935,1.70587,1.6717,0.370585,1.43617,1.61065,0.274179,1.85362,0.905452,0.82246757,0.3710939,0.72461516,0.27891785,0.0013583134,0.7882998,0.25265533,0.13423309,93.0,52.0,54.0
PICADORA,2025-07-14 13:26:51-05:00,0.369107,1.11041,1.86138,0.20382,1.24428,1.29354,0.194974,1.16603,0.510395,0.823776,0.365481,0.680142,0.25158,0.00118806,0.7852279,0.19331867,0.10888569,76.0,52.0,54.0
PICADORA,2025-07-14 13:27:01-05:00,0.359987,1.09278,1.69723,0.202962,1.2448,1.33878,0.192393,1.16444,0.563683,0.8231015,0.3741604,0.726386,0.28035098,0.0013081608,0.782156,0.133982,0.0835383,76.0,52.0,54.0
PICADORA,2025-07-14 13:27:11-05:00,0.35253,1.08489,1.51038,0.203123,1.18926,1.13824,0.189005,1.18159,0.484478,0.82242703,0.38283983,0.77263,0.309122,0.0014282617,0.78302896,0.13726184,0.08488135,76.0,52.0,54.0
PICADORA,2025-07-14 13:27:21-05:00,0.449467,1.92322,1.56913,0.40104,1.59779,1.31775,0.335344,2.45074,0.77011,0.8217525,0.39151925,0.818874,0.337893,0.0015483625,0.783902,0.14054167,0.0862244,129.0,52.0,54.0
PICADORA,2025-07-14 13:27:31-05:00,0.507324,3.89328,2.01781,0.468819,2.35905,1.98518,0.558494,6.05353,2.39303,0.821078,0.40019867,0.86511797,0.366664,0.0016684633,0.784775,0.14382151,0.08756745,153.0,52.0,54.0
PICADORA,2025-07-14 13:27:41-05:00,0.497802,2.99074,2.09367,0.434902,1.98158,1.32435,0.485714,4.49821,1.14081,0.8204035,0.4088781,0.911362,0.39543498,0.0017885643,0.785648,0.14710133,0.0889105,148.0,52.0,54.0
PICADORA,2025-07-14 13:27:51-05:00,0.364574,1.0141,1.65914,0.191826,1.22453,1.25845,0.193657,1.15442,0.49007,0.819729,0.41755748,0.95760596,0.424206,0.001908665,0.78652096,0.15038116,0.09025355,76.0,52.0,54.0
PICADORA,2025-07-14 13:28:01-05:00,0.367819,1.02831,2.20005,0.191907,1.19453,1.09198,0.191667,1.17921,0.604495,0.8190545,0.4262369,1.00385,0.452977,0.0020287659,0.787394,0.153661,0.0915966,75.0,52.0,54.0
PICADORA,2025-07-14 13:28:11-05:00,0.368007,0.999106,2.09179,0.192094,1.19189,1.0981,0.189704,1.16207,0.498619,0.81838,0.43491632,1.050094,0.48174798,0.0021488667,0.788267,0.15694083,0.09293965,76.0,52.0,54.0
PICADORA,2025-07-14 13:28:21-05:00,0.585968,5.4889,2.0507,0.532251,3.07818,1.44204,0.909377,9.30975,4.60324,0.8177055,0.44359574,1.096338,0.51051897,0.0022689677,0.78914,0.16022067,0.0942827,166.0,52.0,54.0
PICADORA,2025-07-14 13:28:31-05:00,0.575695,5.28681,1.71171,0.545345,2.90682,1.57276,0.736261,8.29749,2.4233,0.817031,0.45227516,1.1425819,0.53928995,0.0023890685,0.79001296,0.16350049,0.09562575,149.0,52.0,54.0
PICADORA,2025-07-14 13:28:41-05:00,0.484578,2.6984,1.92689,0.418025,1.83443,1.3514,0.428529,3.92113,1.00998,0.8163565,0.46095458,1.188826,0.568061,0.0025091693,0.790886,0.16678032,0.0969688,125.0,52.0,54.0
PICADORA,2025-07-14 13:28:51-05:00,0.426051,1.53273,1.98069,0.336856,1.51882,1.13684,0.277647,1.83489,0.590729,0.815682,0.469634,1.23507,0.596832,0.00262927,0.791759,0.17006016,0.09831185,100.0,52.0,54.0
PICADORA,2025-07-14 13:29:01-05:00,0.368812,1.07804,2.11615,0.186245,1.23506,1.16904,0.191882,1.15442,0.503459,0.8103645,0.47194257,1.2435167,0.6151916,0.002772995,0.792632,0.17334,0.0996549,76.0,52.0,54.0
PICADORA,2025-07-14 13:29:11-05:00,0.35988,1.02331,1.62492,0.184769,1.13714,1.16818,0.191452,1.19478,0.57191,0.805047,0.47425115,1.2519634,0.6335511,0.00291672,0.7955577,0.26473665,0.14188774,76.0,52.0,54.0
PICADORA,2025-07-14 13:29:21-05:00,0.360416,1.08989,2.0242,0.187479,1.19032,1.09799,0.191076,1.16497,0.650899,0.79972947,0.47655976,1.26041,0.6519107,0.003060445,0.7984833,0.35613334,0.18412058,76.0,52.0,54.0
PICADORA,2025-07-14 13:29:31-05:00,0.365888,1.01305,2.27102,0.188445,1.21532,1.06928,0.186881,1.1684,0.511632,0.794412,0.47886834,1.2688566,0.6702703,0.00320417,0.801409,0.44753,0.22635342,76.0,52.0,54.0
PICADORA,2025-07-14 13:29:41-05:00,0.392576,1.37196,1.70082,0.294139,1.35062,1.11688,0.225812,1.53976,0.578255,0.7890945,0.4811769,1.2773033,0.6886299,0.0033478949,0.80433464,0.53892666,0.26858628,83.0,52.0,54.0
PICADORA,2025-07-14 13:29:51-05:00,0.375705,1.14146,1.75345,0.230465,1.21743,1.04937,0.196265,1.28076,0.481413,0.783777,0.48348552,1.2857499,0.7069895,0.00349162,0.80726033,0.63032335,0.31081912,76.0,52.0,54.0
PICADORA,2025-07-14 13:30:01-05:00,0.383752,1.27644,1.73258,0.254909,1.28929,0.986097,0.225086,1.42081,0.557929,0.7784595,0.4857941,1.2941966,0.72534907,0.003635345,0.810186,0.72172,0.35305196,81.0,52.0,54.0
PICADORA,2025-07-14 13:30:11-05:00,0.40749,1.533,2.11588,0.319817,1.42143,1.23924,0.259741,1.84781,0.69198,0.773142,0.48810267,1.3026433,0.74370867,0.00377907,0.81311166,0.81311667,0.3952848,86.0,52.0,54.0
PICADORA,2025-07-14 13:30:21-05:00,0.401991,1.35012,2.21759,0.285445,1.36115,1.31158,0.233232,1.52868,0.543733,0.76782453,0.49041125,1.31109,0.7620683,0.003922795,0.81603736,0.90451336,0.43751764,86.0,52.0,54.0
PICADORA,2025-07-14 13:30:31-05:00,0.426078,1.71824,1.66858,0.370102,1.57173,1.1948,0.27633,2.13161,0.702681,0.762507,0.49271983,1.3195367,0.7804278,0.00406652,0.818963,0.99591,0.47975048,90.0,52.0,54.0
PICADORA,2025-07-14 13:30:41-05:00,0.444237,2.29897,1.95505,0.409787,1.58805,1.32365,0.325261,3.06079,0.889589,0.7571895,0.49502844,1.3279833,0.7987874,0.004210245,0.8218887,1.0873066,0.5219833,100.0,52.0,54.0
PICADORA,2025-07-14 13:30:51-05:00,0.417977,1.64062,1.61494,0.341901,1.36036,1.1318,0.258585,1.86496,0.750537,0.751872,0.497337,1.33643,0.817147,0.00435397,0.8248143,1.1787033,0.56421614,90.0,52.0,54.0
PICADORA,2025-07-14 13:31:01-05:00,0.38233,1.17435,1.62663,0.239427,1.29087,0.890144,0.218096,1.37518,0.508245,0.7505227,0.49299377,1.2943658,0.779624,0.003991139,0.82774,1.2701,0.606449,80.0,52.0,54.0
PICADORA,2025-07-14 13:31:11-05:00,0.404003,1.49537,1.88574,0.30294,1.43907,1.22448,0.269985,1.63207,0.692895,0.74917334,0.4886505,1.2523016,0.742101,0.0036283082,0.82973284,1.1770892,0.5630945,87.0,52.0,54.0
PICADORA,2025-07-14 13:31:21-05:00,0.439087,1.82244,1.674,0.362562,1.68071,1.38365,0.32588,2.38269,0.888729,0.747824,0.48430726,1.2102375,0.70457804,0.0032654773,0.83172566,1.0840783,0.51974005,107.0,52.0,54.0
PICADORA,2025-07-14 13:31:31-05:00,0.464515,2.25503,2.14833,0.355827,1.71282,1.1231,0.39019,2.80996,0.992937,0.7464747,0.47996402,1.1681733,0.667055,0.0029026465,0.83371854,0.9910675,0.47638553,134.0,52.0,54.0
PICADORA,2025-07-14 13:31:41-05:00,0.458453,2.16977,1.60029,0.375254,1.89471,1.31362,0.378414,2.9719,0.975354,0.74512535,0.47562075,1.1261091,0.629532,0.0025398158,0.83571136,0.8980567,0.43303102,151.0,52.0,54.0
PICADORA,2025-07-14 13:31:51-05:00,0.440964,1.94243,2.17435,0.372973,1.60779,1.30385,0.341742,2.55703,0.782477,0.74377596,0.4712775,1.0840449,0.592009,0.002176985,0.8377042,0.80504584,0.38967654,128.0,52.0,53.0
PICADORA,2025-07-14 13:32:01-05:00,0.42758,1.78534,1.85328,0.329397,1.50803,1.05919,0.316712,2.36951,0.762421,0.74242663,0.46693426,1.0419807,0.55448604,0.0018141541,0.839697,0.712035,0.34632206,105.0,52.0,54.0
PICADORA,2025-07-14 13:32:11-05:00,0.435761,2.11557,1.79733,0.347723,1.597,1.17366,0.355131,3.06079,1.02283,0.7410773,0.462591,0.9999166,0.516963,0.0014513233,0.8416898,0.61902416,0.30296755,114.0,52.0,54.0
PICADORA,2025-07-14 13:32:21-05:00,0.421223,1.61036,2.01975,0.314397,1.47223,1.12305,0.289665,1.78715,0.616862,0.739728,0.45824775,0.9578525,0.47944,0.0010884925,0.84368265,0.5260133,0.25961307,104.0,52.0,54.0
PICADORA,2025-07-14 13:32:31-05:00,0.402179,1.41485,1.54123,0.276402,1.388,1.25093,0.258101,1.59435,0.548734,0.73837864,0.4539045,0.9157883,0.441917,0.00072566164,0.84567547,0.4330025,0.21625857,87.0,52.0,54.0
PICADORA,2025-07-14 13:32:41-05:00,0.377878,1.37117,1.68645,0.239508,1.3164,1.16443,0.228931,1.47118,0.590192,0.7370293,0.44956124,0.87372416,0.404394,0.00036283082,0.84766835,0.33999166,0.17290409,82.0,52.0,54.0
PICADORA,2025-07-14 13:32:51-05:00,0.37879,1.2946,2.11443,0.248255,1.26823,0.859823,0.21374,1.52314,0.588847,0.73568,0.445218,0.83166,0.366871,0.0,0.8496612,0.24698083,0.1295496,81.0,52.0,54.0
PICADORA,2025-07-14 13:33:01-05:00,0.350787,1.03147,1.63039,0.178463,1.16505,1.05039,0.191344,1.18792,0.531581,0.7374834,0.4487396,0.8470275,0.37129766,0.00039596998,0.851654,0.15397,0.0861951,75.0,52.0,54.0
PICADORA,2025-07-14 13:33:11-05:00,0.363206,1.02858,2.1552,0.179215,1.17926,0.999352,0.190296,1.1982,0.539754,0.73928684,0.45226115,0.862395,0.37572432,0.00079193996,0.85072666,0.23608501,0.12264559,76.0,52.0,54.0
PICADORA,2025-07-14 13:33:21-05:00,0.389653,1.4759,1.88955,0.246108,1.22638,0.904526,0.229253,1.73361,0.747257,0.74109024,0.45578274,0.8777625,0.380151,0.00118791,0.84979934,0.31820002,0.15909608,82.0,52.0,54.0
PICADORA,2025-07-14 13:33:31-05:00,0.465319,2.73866,2.25434,0.416415,1.88787,1.31651,0.388711,4.06857,1.21603,0.74289364,0.45930433,0.89313,0.38457766,0.0015838799,0.848872,0.40031502,0.19554657,111.0,52.0,54.0
PICADORA,2025-07-14 13:33:41-05:00,0.487985,3.24676,1.80152,0.417032,1.88997,1.21707,0.445924,4.66727,1.20786,0.7446971,0.46282592,0.9084975,0.38900432,0.00197985,0.8479447,0.48243,0.23199706,145.0,52.0,54.0
PICADORA,2025-07-14 13:33:51-05:00,0.430986,1.79139,1.92554,0.341069,1.60621,1.24106,0.311147,2.27166,0.680366,0.7465005,0.46634752,0.92386496,0.393431,0.00237582,0.84701735,0.56454504,0.26844755,104.0,52.0,54.0
PICADORA,2025-07-14 13:34:01-05:00,0.398263,1.46827,1.87002,0.28362,1.34246,1.03139,0.254875,1.7191,0.595945,0.7483039,0.46986908,0.93923247,0.39785767,0.00277179,0.84608996,0.64666003,0.30489805,86.0,52.0,54.0
PICADORA,2025-07-14 13:34:11-05:00,0.419909,1.99347,1.61778,0.322957,1.56541,1.12949,0.29359,2.58551,0.812374,0.75010735,0.47339067,0.9546,0.40228432,0.0031677599,0.84516263,0.728775,0.34134853,96.0,52.0,54.0
PICADORA,2025-07-14 13:34:21-05:00,0.433696,1.80586,2.23519,0.334549,1.49303,1.1926,0.317088,2.24475,0.784252,0.75191075,0.47691226,0.9699675,0.40671098,0.00356373,0.8442353,0.81089,0.37779903,107.0,52.0,54.0
PICADORA,2025-07-14 13:34:31-05:00,0.414356,1.64983,2.06459,0.323735,1.51356,1.04416,0.282245,1.94936,0.616002,0.75371414,0.48043382,0.985335,0.41113764,0.0039597,0.843308,0.893005,0.4142495,103.0,52.0,54.0
PICADORA,2025-07-14 13:34:41-05:00,0.398719,1.43274,1.82201,0.283218,1.36641,1.4861,0.239954,1.63998,0.630896,0.7555176,0.4839554,1.0007025,0.41556433,0.00435567,0.84238064,0.97512007,0.4507,89.0,52.0,54.0
PICADORA,2025-07-14 13:34:51-05:00,0.380238,1.35538,1.75865,0.253702,1.34878,1.04835,0.21858,1.46749,0.526688,0.757321,0.487477,1.01607,0.419991,0.00475164,0.8414533,1.057235,0.4871505,81.0,52.0,54.0
PICADORA,2025-07-14 13:35:01-05:00,0.392603,1.38275,1.70962,0.255258,1.27797,1.08355,0.218553,1.54714,0.537388,0.7601052,0.47820657,1.1814291,0.6101568,0.005651403,0.840526,1.13935,0.523601,80.0,52.0,54.0
PICADORA,2025-07-14 13:35:11-05:00,0.390243,1.33933,1.81493,0.270875,1.37089,1.16636,0.219359,1.47725,0.609496,0.7628893,0.46893618,1.3467884,0.80032253,0.0065511665,0.8383027,1.3945992,0.7826401,86.0,52.0,54.0
PICADORA,2025-07-14 13:35:21-05:00,0.408643,1.52905,1.68092,0.305247,1.46091,1.17607,0.255601,1.7133,0.618798,0.7656735,0.45966575,1.5121475,0.9904883,0.00745093,0.8360793,1.6498485,1.0416791,97.0,52.0,54.0
PICADORA,2025-07-14 13:35:31-05:00,0.411755,1.53352,1.84239,0.317859,1.49461,1.23167,0.26157,1.6413,0.530506,0.76845765,0.45039535,1.6775067,1.180654,0.008350694,0.833856,1.9050976,1.3007183,96.0,52.0,54.0
PICADORA,2025-07-14 13:35:41-05:00,0.404539,1.58957,1.62658,0.29701,1.41064,1.09343,0.26372,1.81933,0.622885,0.77124184,0.44112492,1.8428658,1.3708198,0.0092504565,0.8316327,2.1603467,1.5597574,98.0,52.0,54.0
PICADORA,2025-07-14 13:35:51-05:00,0.428814,1.65772,2.06636,0.32835,1.52567,1.02205,0.28453,1.87814,0.705423,0.77402604,0.4318545,2.008225,1.5609856,0.01015022,0.8294093,2.415596,1.8187964,102.0,52.0,54.0
PICADORA,2025-07-14 13:36:01-05:00,0.399845,1.5401,1.51135,0.28684,1.41564,1.2256,0.278265,1.82328,0.889804,0.77681017,0.4225841,2.1735842,1.7511513,0.011049983,0.827186,2.670845,2.0778356,98.0,52.0,54.0
PICADORA,2025-07-14 13:36:11-05:00,0.430101,1.76429,1.78102,0.328297,1.47697,1.2804,0.298483,2.15402,0.829097,0.77959436,0.41331366,2.3389435,1.9413171,0.011949747,0.8249627,2.9260943,2.3368747,105.0,52.0,54.0
PICADORA,2025-07-14 13:36:21-05:00,0.395902,1.49379,1.91015,0.289685,1.44012,1.04878,0.254606,1.626,0.686334,0.7823785,0.40404326,2.5043025,2.1314828,0.01284951,0.8227393,3.1813436,2.5959136,91.0,52.0,54.0
PICADORA,2025-07-14 13:36:31-05:00,0.446114,2.22108,1.79132,0.394493,1.77494,1.34555,0.33736,2.7733,0.827376,0.7851627,0.39477283,2.6696618,2.3216486,0.0137492735,0.820516,3.4365926,2.8549528,117.0,52.0,54.0
PICADORA,2025-07-14 13:36:41-05:00,0.44083,1.77692,2.06508,0.340452,1.52751,1.16249,0.312894,2.15534,0.651276,0.7879468,0.38550243,2.8350208,2.5118144,0.014649036,0.8182927,3.6918418,3.113992,116.0,52.0,54.0
PICADORA,2025-07-14 13:36:51-05:00,0.483452,2.81155,1.56178,0.421567,2.21137,1.47585,0.470954,4.3579,1.32868,0.790731,0.376232,3.00038,2.70198,0.0155488,0.8160693,3.9470909,3.373031,154.0,52.0,54.0
PICADORA,2025-07-14 13:37:01-05:00,0.607426,6.35723,2.00451,0.570192,3.79653,1.49527,1.39601,10.3642,14.8321,0.7859731,0.38555667,2.8493052,2.5231044,0.014674977,0.813846,4.20234,3.63207,175.0,52.0,54.0
PICADORA,2025-07-14 13:37:11-05:00,0.56636,5.2726,1.75324,0.516232,3.12372,1.38451,0.827349,8.42462,9.35617,0.7812152,0.39488134,2.69823,2.344229,0.013801155,0.81416434,3.9588952,3.3888946,181.0,52.0,54.0
PICADORA,2025-07-14 13:37:21-05:00,0.544795,5.33049,1.77389,0.476305,2.7273,1.26414,0.949732,8.75113,7.97958,0.77645725,0.404206,2.547155,2.1653533,0.012927333,0.8144827,3.71545,3.1457193,156.0,52.0,54.0
PICADORA,2025-07-14 13:37:31-05:00,0.471489,3.57831,1.62014,0.423418,1.97157,1.38628,0.428421,5.10166,1.20227,0.77169937,0.41353068,2.39608,1.9864777,0.01205351,0.814801,3.4720051,2.9025438,115.0,52.0,54.0
PICADORA,2025-07-14 13:37:41-05:00,0.421974,1.70982,1.77947,0.316624,1.46381,1.13727,0.302032,2.00211,0.653534,0.7669414,0.42285535,2.2450051,1.8076022,0.011179687,0.8151193,3.22856,2.6593683,105.0,52.0,54.0
PICADORA,2025-07-14 13:37:51-05:00,0.373023,1.13593,2.02811,0.185225,1.22006,0.992269,0.205029,1.22273,0.531904,0.76218355,0.43218,2.09393,1.6287266,0.010305865,0.8154377,2.985115,2.416193,76.0,52.0,54.0
PICADORA,2025-07-14 13:38:01-05:00,0.361006,1.09225,2.10982,0.176827,1.23454,1.11919,0.194383,1.15363,0.661062,0.7574256,0.44150466,1.942855,1.449851,0.009432042,0.81575596,2.7416701,2.1730175,76.0,52.0,54.0
