Maquina,timestamp_grid,aceleracion_chum_la_h,velocidad_chum_la_h,envolvente_chum_la_h,aceleracion_chum_la_a,velocidad_chum_la_a,envolvente_chum_la_a,aceleracion_chum_ll_h,velocidad_chum_ll_h,envolvente_chum_ll_h,desbalance_la,desalineacion_rad_la,soltura_chum_la,rodamiento_chum_la,desalineacion_ang_la,desbalance_ll,soltura_chum_ll,rodamiento_chum_ll,corriente_picadora,temperatura_lado_der,temperatura_lado_izq
PICADORA,2025-07-16 17:57:01-05:00,0.477738,2.47264,1.70431,0.393339,1.66202,1.14328,0.435654,2.70473,1.13237,0.8011807,0.39605567,1.960645,1.2821791,0.041122764,0.86072,2.24491,0.131907,148.0,51.0,53.0
PICADORA,2025-07-16 17:57:11-05:00,0.474976,2.68051,1.6791,0.508343,1.58568,1.55946,0.370402,3.06501,0.878244,0.8028425,0.38940132,2.03137,1.3006583,0.05129833,0.8637611,2.5509892,0.5118006,103.0,51.0,53.0
PICADORA,2025-07-16 17:57:21-05:00,0.480716,2.41027,1.91122,0.539523,1.39826,1.90474,0.350803,2.41513,0.791349,0.8045043,0.382747,2.1020951,1.3191376,0.0614739,0.86680233,2.8570683,0.8916942,122.0,51.0,53.0
PICADORA,2025-07-16 17:57:31-05:00,0.458426,2.495,1.82185,0.484784,1.52409,1.95663,0.360992,2.58446,0.958524,0.806166,0.37609267,2.17282,1.3376167,0.07164946,0.8698435,3.1631474,1.2715877,126.0,51.0,53.0
PICADORA,2025-07-16 18:00:41-05:00,0.436887,2.25108,1.90071,0.361488,1.42064,1.19389,0.355266,2.37452,0.669558,0.78944194,0.50315076,1.9741474,1.5150492,0.046575192,0.9354182,3.1714933,2.31953,108.0,51.0,53.0
PICADORA,2025-07-16 18:00:51-05:00,0.439811,2.49658,1.61789,0.358537,1.5333,1.21503,0.353814,2.67387,0.754785,0.786713,0.519541,1.90465,1.51774,0.0368953,0.9392386,2.8968568,2.0824199,113.0,51.0,53.0
PICADORA,2025-07-16 18:01:01-05:00,0.486563,3.64751,1.85339,0.423525,1.9979,1.22185,0.461679,4.17538,1.07419,0.7925001,0.52698135,1.92933,1.50229,0.03510542,0.943059,2.62222,1.84531,131.0,51.0,53.0
PICADORA,2025-07-16 18:01:11-05:00,0.500457,3.21124,2.03155,0.474158,1.7423,1.57142,0.47574,4.16747,1.02939,0.79828715,0.5344217,1.95401,1.48684,0.033315536,0.9372573,2.545815,1.805805,153.0,51.0,53.0
PICADORA,2025-07-16 18:01:21-05:00,0.464998,2.57894,1.69975,0.453283,1.65386,1.80041,0.392099,2.82447,0.820655,0.8040743,0.541862,1.9786899,1.47139,0.03152565,0.9314555,2.46941,1.7663,114.0,51.0,53.0
PICADORA,2025-07-16 18:01:31-05:00,0.54163,3.88091,2.01127,0.535471,2.46618,1.84131,0.56957,5.05709,1.77014,0.80986136,0.54930234,2.00337,1.45594,0.029735768,0.92565376,2.3930051,1.726795,166.0,51.0,53.0
PICADORA,2025-07-16 18:02:01-05:00,0.398558,1.5722,1.81933,0.305784,1.22664,1.37898,0.241029,1.80852,0.590729,0.8272226,0.5716234,2.07741,1.40959,0.024366118,0.90824854,2.16379,1.60828,85.0,51.0,53.0
PICADORA,2025-07-16 18:02:11-05:00,0.440026,1.78402,1.84395,0.360013,1.39037,1.34238,0.322949,1.94646,0.598472,0.83300966,0.5790637,2.10209,1.39414,0.022576233,0.90244675,2.087385,1.568775,103.0,51.0,53.0
PICADORA,2025-07-16 18:02:21-05:00,0.47916,3.14625,1.86337,0.402596,1.98526,1.50654,0.495178,3.56164,1.20033,0.83879673,0.58650404,2.12677,1.37869,0.02078635,0.896645,2.0109801,1.52927,133.0,51.0,53.0
PICADORA,2025-07-16 18:02:31-05:00,0.464461,2.73524,1.82469,0.430958,1.61938,1.70548,0.368251,3.19583,0.861091,0.84458387,0.5939444,2.15145,1.36324,0.018996468,0.8908433,1.9345751,1.489765,108.0,51.0,53.0
PICADORA,2025-07-16 18:02:41-05:00,0.48726,3.16335,1.7682,0.457844,1.7939,1.38456,0.426486,3.79717,0.80248,0.85037094,0.6013847,2.17613,1.34779,0.017206583,0.8850415,1.85817,1.45026,123.0,51.0,53.0
PICADORA,2025-07-16 18:02:51-05:00,0.460304,2.83602,2.24318,0.417837,1.52225,1.39406,0.35946,2.99643,0.69311,0.856158,0.608825,2.20081,1.33234,0.0154167,0.87923974,1.7817651,1.410755,105.0,51.0,53.0
PICADORA,2025-07-16 18:03:01-05:00,0.466956,2.54631,1.82163,0.454839,1.55357,1.42621,0.360132,2.56046,0.723813,0.8504786,0.58379155,2.28261,1.4189308,0.031025141,0.873438,1.70536,1.37125,108.0,51.0,53.0
PICADORA,2025-07-16 18:03:11-05:00,0.422913,1.7906,1.5224,0.41722,1.33246,1.83755,0.281438,2.05143,0.648802,0.84479916,0.558758,2.36441,1.5055217,0.046633586,0.8666181,1.7147983,1.3341116,91.0,51.0,53.0
PICADORA,2025-07-16 18:03:21-05:00,0.422484,2.04531,1.64992,0.391192,1.34009,1.54663,0.279018,2.13503,0.587611,0.8391198,0.53372455,2.44621,1.5921125,0.062242027,0.8597982,1.7242367,1.296973,88.0,51.0,53.0
PICADORA,2025-07-16 18:03:31-05:00,0.393891,1.36854,2.04024,0.319039,1.22506,1.13861,0.234039,1.63471,0.487059,0.83344036,0.508691,2.52801,1.6787033,0.07785047,0.8529782,1.733675,1.2598345,82.0,51.0,53.0
PICADORA,2025-07-16 18:06:21-05:00,0.383269,1.50063,2.26818,0.308923,1.16399,1.06665,0.215999,1.71014,0.535184,0.807925,0.45131898,2.001655,1.45433,0.066685475,0.8513463,1.9375,0.7498767,82.0,51.0,53.0
PICADORA,2025-07-16 18:06:31-05:00,0.402957,1.97216,1.86112,0.314478,1.35773,0.964041,0.277647,2.08967,0.566801,0.81013834,0.46719632,1.87046,1.35243,0.05157075,0.8588147,1.95236,0.7279127,84.0,50.5,53.0
PICADORA,2025-07-16 18:06:41-05:00,0.400435,1.93585,1.87308,0.32395,1.29324,1.48652,0.296951,2.10048,0.797318,0.81235164,0.48307365,1.739265,1.25053,0.036456026,0.8662832,1.9672201,0.7059488,87.0,50.0,53.0
PICADORA,2025-07-16 18:06:51-05:00,0.473071,2.98179,1.71027,0.404018,1.53883,1.45105,0.466653,3.4121,1.07892,0.814565,0.498951,1.60807,1.14863,0.0213413,0.8737516,1.98208,0.6839849,140.0,51.0,53.0
PICADORA,2025-07-16 18:07:01-05:00,0.440428,2.62788,1.77158,0.355156,2.10872,1.18917,0.454796,2.98034,1.23458,0.8262051,0.48068658,1.9319625,1.4807717,0.027032683,0.88122,1.99694,0.662021,144.0,51.0,53.0
PICADORA,2025-07-16 18:07:11-05:00,0.703049,7.32949,2.20353,0.612346,3.85286,1.90275,1.11739,10.2872,9.13571,0.83784515,0.46242216,2.255855,1.8129133,0.032724068,0.88505405,2.0810175,0.8007409,184.0,51.0,53.0
PICADORA,2025-07-16 18:07:21-05:00,0.474466,2.55368,2.17601,0.437237,1.64807,1.56471,0.394546,2.74113,0.732954,0.8494853,0.44415775,2.5797474,2.145055,0.03841545,0.8888881,2.165095,0.9394608,129.0,51.0,53.0
PICADORA,2025-07-16 18:10:21-05:00,0.474412,2.47737,2.28572,0.500642,1.67097,1.40892,0.421028,2.87036,0.74602,0.81725097,0.28136724,2.286805,1.8613713,0.0409569,0.89814633,2.0471368,1.4676467,132.0,51.0,53.0
PICADORA,2025-07-16 18:10:31-05:00,0.458077,2.41159,1.66714,0.495276,1.56305,1.7124,0.385324,2.69049,0.733384,0.8020293,0.28154385,1.9303633,1.4977092,0.0355479,0.894511,1.927295,1.36027,111.0,50.5,53.0
PICADORA,2025-07-16 18:10:41-05:00,0.451828,2.21135,1.50057,0.47491,1.40116,1.56139,0.326901,2.283,0.719081,0.78680766,0.28172043,1.5739217,1.134047,0.0301389,0.8908757,1.8074534,1.2528933,105.0,50.0,53.0
PICADORA,2025-07-16 18:10:51-05:00,0.392952,1.41775,1.71129,0.331409,1.27192,1.06364,0.244847,1.67269,0.598042,0.771586,0.281897,1.21748,0.770385,0.0247299,0.88724035,1.6876117,1.1455168,86.0,51.0,53.0
PICADORA,2025-07-16 18:11:01-05:00,0.421062,2.01795,2.09463,0.414966,1.42432,1.47043,0.2809,2.12158,0.584546,0.77286893,0.28911024,1.2391841,0.78792346,0.026709275,0.883605,1.56777,1.03814,96.0,51.0,53.0
PICADORA,2025-07-16 18:11:11-05:00,0.382196,1.24092,2.11084,0.26905,1.11845,0.858803,0.205379,1.4907,0.549003,0.7741518,0.2963235,1.2608883,0.8054619,0.02868865,0.8854906,1.5463092,0.99451596,80.0,51.0,53.0
PICADORA,2025-07-16 18:11:21-05:00,0.383483,1.38959,1.83247,0.325667,1.33535,1.194,0.203497,1.61598,0.483133,0.77543473,0.30353677,1.2825924,0.82300025,0.030668024,0.8873762,1.5248483,0.95089185,80.0,51.0,53.0
PICADORA,2025-07-16 18:11:31-05:00,0.375169,1.17409,1.89899,0.243345,1.13899,0.999621,0.178009,1.39892,0.511793,0.77671766,0.31075,1.3042966,0.8405387,0.0326474,0.8892617,1.5033875,0.9072678,78.0,51.0,53.0
PICADORA,2025-07-16 18:11:41-05:00,0.397378,1.47774,1.83086,0.32344,1.27981,1.07937,0.215192,1.65792,0.531474,0.7780006,0.31796324,1.3260008,0.8580771,0.034626774,0.8911473,1.4819267,0.8636437,82.0,51.0,53.0
PICADORA,2025-07-16 18:11:51-05:00,0.404808,1.7364,1.7262,0.34885,1.28034,1.06016,0.251165,1.89898,0.612345,0.7792835,0.3251765,1.3477049,0.8756155,0.036606148,0.8930329,1.4604659,0.8200196,84.0,51.0,53.0
PICADORA,2025-07-16 18:12:01-05:00,0.432998,1.98058,1.6446,0.407641,1.35404,1.31764,0.288052,1.91349,0.615357,0.7805664,0.33238977,1.3694091,0.8931539,0.038585525,0.8949185,1.439005,0.77639556,93.0,51.0,53.0
PICADORA,2025-07-16 18:12:11-05:00,0.428438,1.86875,2.08771,0.378447,1.3551,1.30557,0.321148,2.04088,0.702735,0.7818493,0.339603,1.3911133,0.91069233,0.0405649,0.8968041,1.4175441,0.73277146,98.0,51.0,53.0
PICADORA,2025-07-16 18:12:21-05:00,0.456629,2.08504,2.24484,0.459347,1.5891,1.6919,0.356664,2.18515,0.704832,0.78313226,0.34681624,1.4128175,0.92823076,0.042544276,0.8986897,1.3960834,0.68914735,125.0,51.0,53.0
PICADORA,2025-07-16 18:12:31-05:00,0.447751,1.96111,1.98348,0.445045,1.49461,1.28861,0.35626,2.19886,0.805868,0.7844151,0.3540295,1.4345217,0.9457692,0.04452365,0.9005753,1.3746226,0.64552325,114.0,51.0,53.0
PICADORA,2025-07-16 18:12:41-05:00,0.46709,2.53263,1.72266,0.458676,1.65596,1.36798,0.387448,2.95582,0.813503,0.78569806,0.36124277,1.4562258,0.96330756,0.046503026,0.9024608,1.3531617,0.60189915,120.0,51.0,53.0
PICADORA,2025-07-16 18:12:51-05:00,0.490077,2.60367,1.97436,0.496054,1.77231,1.85859,0.445628,3.16128,0.784897,0.786981,0.368456,1.47793,0.980846,0.0484824,0.9043464,1.3317008,0.5582751,149.0,51.0,53.0
PICADORA,2025-07-16 18:13:01-05:00,0.484551,3.30518,1.46462,0.514944,1.76073,1.4737,0.448612,4.29407,0.87948,0.7942859,0.38268524,1.4909983,0.9936263,0.047128182,0.906232,1.31024,0.514651,134.0,51.0,53.0
PICADORA,2025-07-16 18:13:11-05:00,0.45848,2.21319,1.88241,0.469624,1.57673,1.49951,0.364246,2.51589,0.720855,0.8015908,0.3969145,1.5040666,1.0064067,0.045773968,0.9106525,1.3438567,0.5699951,120.0,51.0,53.0
PICADORA,2025-07-16 18:13:21-05:00,0.402528,1.83481,1.74648,0.335461,1.31798,1.44408,0.258989,2.08044,0.603742,0.8088957,0.41114375,1.5171349,1.019187,0.04441975,0.915073,1.3774734,0.62533915,85.0,51.0,53.0
PICADORA,2025-07-16 18:13:31-05:00,0.374766,1.21224,1.80028,0.277771,1.13714,1.10277,0.191452,1.52657,0.507707,0.8162007,0.425373,1.5302033,1.0319673,0.043065533,0.9194935,1.41109,0.68068326,79.0,51.0,53.0
PICADORA,2025-07-16 18:13:41-05:00,0.407061,1.54931,1.84449,0.373617,1.32246,1.35955,0.215084,1.78873,0.509212,0.8235056,0.43960226,1.5432717,1.0447477,0.041711316,0.923914,1.4447067,0.7360273,83.0,51.0,53.0
PICADORA,2025-07-16 18:13:51-05:00,0.420955,1.56063,1.79277,0.407238,1.3601,1.49221,0.260225,1.7315,0.563629,0.8308105,0.4538315,1.55634,1.057528,0.040357098,0.9283345,1.4783233,0.7913714,89.0,51.0,53.0
PICADORA,2025-07-16 18:14:01-05:00,0.444934,1.84796,2.32295,0.435895,1.50961,1.16094,0.341742,2.16194,0.69311,0.8381154,0.46806073,1.5694083,1.0703083,0.039002884,0.932755,1.51194,0.84671545,118.0,51.0,53.0
PICADORA,2025-07-16 18:14:11-05:00,0.446195,2.03768,1.91369,0.420923,1.42617,1.76644,0.332305,2.40195,0.618099,0.8454203,0.48229,1.5824766,1.0830886,0.037648667,0.9371755,1.5455567,0.90205956,102.0,51.0,53.0
PICADORA,2025-07-16 18:14:21-05:00,0.443969,2.00163,1.65201,0.445018,1.43591,1.41102,0.334537,2.11077,0.627186,0.85272527,0.49651924,1.595545,1.095869,0.03629445,0.941596,1.5791733,0.95740366,98.0,51.0,53.0
PICADORA,2025-07-16 18:14:31-05:00,0.43619,1.98321,1.95441,0.433936,1.45038,1.75786,0.332171,1.99973,0.613905,0.8600302,0.5107485,1.6086134,1.1086494,0.034940235,0.9460165,1.61279,1.0127478,102.0,51.0,53.0
PICADORA,2025-07-16 18:14:41-05:00,0.450004,2.01426,2.33679,0.432944,1.53541,1.7277,0.359164,2.36502,0.922067,0.8673351,0.52497774,1.6216817,1.1214297,0.033586018,0.950437,1.6464067,1.0680918,109.0,51.0,53.0
PICADORA,2025-07-16 18:14:51-05:00,0.418246,1.65219,1.71837,0.388482,1.36668,1.45701,0.301441,1.79665,0.591966,0.87464,0.539207,1.63475,1.13421,0.0322318,0.95485747,1.6800233,1.1234359,109.0,51.0,53.0
PICADORA,2025-07-16 18:15:01-05:00,0.429511,1.69561,2.03847,0.415905,1.42511,1.53515,0.293859,1.933,0.700261,0.86992824,0.52243525,1.5296123,1.0524871,0.032907568,0.959278,1.71364,1.17878,94.0,51.0,53.0
PICADORA,2025-07-16 18:15:11-05:00,0.394427,1.63614,1.73623,0.367257,1.34851,1.31544,0.249982,1.98786,0.583524,0.8652165,0.5056635,1.4244747,0.97076434,0.033583336,0.95747006,1.6904466,1.142355,87.0,51.0,53.0
PICADORA,2025-07-16 18:15:21-05:00,0.415107,1.74929,1.96277,0.402891,1.46355,1.3566,0.279717,1.98153,1.12742,0.86050475,0.48889172,1.319337,0.8890415,0.0342591,0.95566213,1.6672533,1.10593,91.0,51.0,53.0
PICADORA,2025-07-16 18:15:31-05:00,0.430638,1.72719,1.72786,0.376649,1.4438,1.30846,0.3283,2.24765,0.645468,0.855793,0.47212,1.2141993,0.8073187,0.034934867,0.95385426,1.64406,1.069505,103.0,51.0,53.0
PICADORA,2025-07-16 18:15:41-05:00,0.456334,2.19609,1.86568,0.455751,1.56147,1.55318,0.344512,2.43914,0.843776,0.85108125,0.45534825,1.1090617,0.72559583,0.035610635,0.95204633,1.6208667,1.03308,111.0,51.0,53.0
PICADORA,2025-07-16 18:15:51-05:00,0.440696,1.79771,1.99319,0.484516,1.4546,1.96495,0.330155,2.12765,0.805706,0.8463695,0.4385765,1.003924,0.643873,0.0362864,0.9502384,1.5976733,0.996655,99.0,51.0,53.0
PICADORA,2025-07-16 18:16:01-05:00,0.447268,2.48106,1.77668,0.46584,1.577,1.44703,0.377097,2.94236,0.776509,0.84165776,0.42180473,0.8987863,0.5621502,0.036962166,0.94843054,1.57448,0.96023,108.0,51.0,53.0
PICADORA,2025-07-16 18:16:11-05:00,0.467573,2.54526,2.07398,0.48999,1.58279,1.40147,0.363896,3.01991,0.784628,0.836946,0.405033,0.79364866,0.48042732,0.037637934,0.9466226,1.5512867,0.923805,107.0,51.0,53.0
PICADORA,2025-07-16 18:16:21-05:00,0.429779,2.13162,1.49552,0.422828,1.41116,1.58725,0.285068,2.19807,0.718758,0.83223426,0.38826126,0.688511,0.3987045,0.0383137,0.9448147,1.5280933,0.88738,98.0,51.0,53.0
PICADORA,2025-07-16 18:16:31-05:00,0.368516,1.35249,1.66671,0.276778,1.28824,1.14076,0.20675,1.60464,0.494157,0.8275225,0.3714895,0.5833733,0.31698167,0.03898947,0.94300675,1.5049,0.850955,79.0,51.0,53.0
PICADORA,2025-07-16 18:16:41-05:00,0.354381,1.12988,1.51087,0.20221,1.15267,0.961304,0.163491,1.26572,0.585245,0.82281077,0.35471773,0.47823566,0.23525883,0.039665233,0.9411988,1.4817066,0.81453,77.0,51.0,53.0
PICADORA,2025-07-16 18:16:51-05:00,0.363071,1.1212,1.60367,0.220403,1.08397,0.982716,0.173546,1.29632,0.604118,0.818099,0.337946,0.373098,0.153536,0.040341,0.93939096,1.4585134,0.778105,78.0,51.0,53.0
PICADORA,2025-07-16 18:17:01-05:00,0.383698,1.3196,1.58983,0.305865,1.31614,0.975793,0.209197,1.55796,0.610141,0.8143576,0.34369525,0.43272564,0.17372417,0.040696383,0.937583,1.43532,0.74168,81.0,51.0,53.0
PICADORA,2025-07-16 18:17:11-05:00,0.396546,1.46143,1.67722,0.34013,1.26691,1.16491,0.225516,1.63286,0.579868,0.8106162,0.3494445,0.49235332,0.19391234,0.041051768,0.9364066,1.4795316,0.7884392,83.0,51.0,53.0
PICADORA,2025-07-16 18:17:21-05:00,0.396358,1.48458,2.05542,0.346248,1.30113,1.16303,0.240841,1.70697,0.657406,0.80687475,0.35519373,0.551981,0.21410051,0.041407153,0.9352302,1.5237434,0.83519834,83.0,51.0,53.0
PICADORA,2025-07-16 18:17:31-05:00,0.391718,1.54247,1.8771,0.335595,1.26902,1.10421,0.232318,1.80746,0.58632,0.80313337,0.360943,0.6116086,0.23428868,0.041762535,0.9340538,1.567955,0.88195753,83.0,51.0,53.0
PICADORA,2025-07-16 18:17:41-05:00,0.411218,1.88743,1.86954,0.381318,1.3622,1.08763,0.262806,2.06699,0.637564,0.7993919,0.36669225,0.67123634,0.25447685,0.042117916,0.93287736,1.6121666,0.9287167,88.0,51.0,53.0
PICADORA,2025-07-16 18:17:51-05:00,0.42766,2.09925,1.70898,0.402918,1.38826,1.27197,0.305716,2.40828,0.673429,0.7956505,0.3724415,0.730864,0.274665,0.0424733,0.93170094,1.6563784,0.97547585,92.0,51.0,53.0
PICADORA,2025-07-16 18:18:01-05:00,0.439972,2.09004,1.71874,0.424599,1.45828,1.49119,0.3194,2.4059,0.732685,0.7919091,0.37819076,0.79049164,0.29485318,0.042828687,0.9305245,1.70059,1.022235,100.0,51.0,53.0
PICADORA,2025-07-16 18:18:11-05:00,0.422001,1.90901,1.76439,0.373402,1.3622,1.10062,0.278911,2.11288,0.734944,0.78816766,0.38394,0.8501193,0.31504133,0.043184068,0.9293481,1.7448016,1.0689942,91.0,51.0,53.0
PICADORA,2025-07-16 18:18:21-05:00,0.429243,1.97848,1.89373,0.395244,1.33035,1.20886,0.252832,2.21152,0.550509,0.7844263,0.38968927,0.90974694,0.33522952,0.04353945,0.9281717,1.7890134,1.1157534,87.0,51.0,53.0
PICADORA,2025-07-16 18:18:31-05:00,0.413874,1.82639,1.96707,0.426665,1.40827,1.85837,0.262645,1.99868,0.61369,0.7806848,0.3954385,0.96937466,0.35541767,0.043894835,0.9269953,1.833225,1.1625125,89.0,51.0,53.0
PICADORA,2025-07-16 18:18:41-05:00,0.433347,2.22713,1.83456,0.418803,1.41169,1.46935,0.323675,2.40247,0.749677,0.77694345,0.40118775,1.0290023,0.37560585,0.04425022,0.92581886,1.8774366,1.2092717,94.0,51.0,53.0
PICADORA,2025-07-16 18:18:51-05:00,0.40977,1.54563,2.34661,0.348877,1.32509,1.24761,0.275631,1.74548,0.735266,0.773202,0.406937,1.08863,0.395794,0.0446056,0.92464244,1.9216484,1.2560309,91.0,51.0,53.0
PICADORA,2025-07-16 18:19:01-05:00,0.474305,2.63762,1.96433,0.4916,1.69729,1.4737,0.38734,3.1138,1.02267,0.78304,0.41147333,1.1296241,0.44755116,0.04431996,0.923466,1.96586,1.30279,118.0,51.0,53.0
PICADORA,2025-07-16 18:19:11-05:00,0.4172,1.64667,1.81192,0.360415,1.28139,1.18444,0.29523,1.92272,0.613743,0.79287803,0.41600966,1.1706183,0.49930835,0.044034317,0.9208199,1.9196917,1.2654806,101.0,51.0,53.0
PICADORA,2025-07-16 18:19:21-05:00,0.531142,3.62357,1.72534,0.553127,2.28745,1.78109,0.518569,4.8337,1.71153,0.802716,0.420546,1.2116125,0.5510655,0.043748677,0.9181737,1.8735234,1.2281712,153.0,51.0,53.0
PICADORA,2025-07-16 18:19:31-05:00,0.415617,1.95453,1.71252,0.335139,1.34773,1.41145,0.279287,2.03639,0.64321,0.812554,0.42508233,1.2526066,0.60282266,0.043463033,0.9155275,1.827355,1.1908618,88.0,51.0,53.0
PICADORA,2025-07-16 18:19:41-05:00,0.399041,1.78165,2.03498,0.33809,1.29218,1.21804,0.247024,1.97072,0.550078,0.822392,0.42961866,1.2936008,0.6545799,0.043177392,0.9128814,1.7811867,1.1535524,85.0,51.0,53.0
PICADORA,2025-07-16 18:19:51-05:00,0.408831,1.7135,1.64283,0.400262,1.34851,1.18063,0.228904,1.84676,0.634607,0.83223,0.434155,1.334595,0.70633703,0.04289175,0.91023517,1.7350184,1.116243,83.0,51.0,53.0
PICADORA,2025-07-16 18:20:01-05:00,0.405719,1.45195,1.64015,0.347079,1.33062,1.15842,0.276921,1.72517,0.621486,0.842068,0.43869135,1.3755891,0.7580942,0.042606108,0.907589,1.6888499,1.0789335,92.0,51.0,53.0
PICADORA,2025-07-16 18:20:11-05:00,0.477229,2.2745,1.73843,0.48838,1.85602,1.56139,0.395379,2.69391,0.776186,0.851906,0.44322768,1.4165833,0.80985135,0.042320468,0.90494287,1.6426816,1.0416241,127.0,51.0,53.0
PICADORA,2025-07-16 18:20:21-05:00,0.42235,1.75403,2.22124,0.402837,1.58173,1.30476,0.304667,1.94303,0.58831,0.861744,0.447764,1.4575775,0.8616085,0.042034823,0.90229666,1.5965133,1.0043147,99.0,51.0,53.0
PICADORA,2025-07-16 18:20:31-05:00,0.474707,2.59525,1.69895,0.484918,1.67386,1.48974,0.374301,3.03731,0.824042,0.87158203,0.45230034,1.4985716,0.9133657,0.041749183,0.8996505,1.550345,0.96700525,127.0,51.0,53.0
PICADORA,2025-07-16 18:20:41-05:00,0.431094,2.02137,2.02232,0.3763,1.42459,1.46119,0.331122,2.33021,0.802265,0.88142,0.45683667,1.5395658,0.9651229,0.04146354,0.89700437,1.5041766,0.92969584,100.0,51.0,53.0
PICADORA,2025-07-16 18:20:51-05:00,0.456119,2.34054,1.62883,0.469999,1.6278,1.48771,0.35005,2.59844,0.699132,0.891258,0.461373,1.58056,1.01688,0.0411779,0.89435816,1.4580083,0.89238644,102.0,51.0,53.0
PICADORA,2025-07-16 18:21:01-05:00,0.443942,2.04294,1.70522,0.403991,1.60148,1.15402,0.353895,2.29407,0.820493,0.88399017,0.4516061,1.4942985,0.9513932,0.042850222,0.891712,1.41184,0.855077,117.0,51.0,53.0
PICADORA,2025-07-16 18:21:11-05:00,0.446785,2.13609,1.79975,0.415985,1.48381,1.37222,0.334214,2.34102,0.892224,0.87672234,0.44183916,1.408037,0.88590634,0.04452255,0.89300376,1.4112966,0.8483775,107.0,50.5,53.0
PICADORA,2025-07-16 18:21:21-05:00,0.420096,2.01321,1.82753,0.359905,1.35009,1.15863,0.278534,2.28115,0.677355,0.8694545,0.43207225,1.3217754,0.82041955,0.046194874,0.8942955,1.4107533,0.841678,88.0,50.0,53.0
PICADORA,2025-07-16 18:21:31-05:00,0.384959,1.45695,2.25176,0.311821,1.37036,1.01964,0.222666,1.59989,0.518407,0.8621867,0.42230535,1.2355139,0.7549327,0.047867198,0.89558727,1.41021,0.8349785,81.0,51.0,53.0
PICADORA,2025-07-16 18:21:41-05:00,0.443405,2.17056,1.76418,0.46195,1.4367,1.60416,0.308028,2.51035,0.608097,0.85491884,0.4125384,1.1492525,0.68944585,0.049539525,0.896879,1.4096667,0.828279,99.0,51.0,53.0
PICADORA,2025-07-16 18:21:51-05:00,0.436056,2.12715,2.0287,0.409841,1.39721,1.85547,0.328541,2.26031,0.696874,0.847651,0.4027715,1.062991,0.623959,0.05121185,0.89817077,1.4091233,0.8215795,100.0,51.0,53.0
PICADORA,2025-07-16 18:22:01-05:00,0.448743,2.08873,1.87587,0.433507,1.52672,1.75254,0.353061,2.33284,0.709779,0.8403832,0.3930046,0.9767295,0.55847216,0.052884173,0.89946246,1.4085801,0.81488,105.0,51.0,53.0
PICADORA,2025-07-16 18:22:11-05:00,0.445551,2.27134,2.23883,0.406084,1.52303,1.55924,0.328434,2.42463,0.721124,0.83311534,0.38323766,0.890468,0.49298534,0.0545565,0.9007542,1.4080367,0.8081805,104.0,51.0,53.0
PICADORA,2025-07-16 18:22:21-05:00,0.456629,2.52789,2.02688,0.460474,1.64122,1.76392,0.357739,2.86825,0.967504,0.8258475,0.37347075,0.8042065,0.42749852,0.056228824,0.90204597,1.4074934,0.801481,105.0,51.0,53.0
PICADORA,2025-07-16 18:22:31-05:00,0.443727,2.49974,2.07822,0.395244,1.52146,1.60099,0.304667,2.80627,0.811675,0.8185797,0.36370385,0.717945,0.36201167,0.057901148,0.9033377,1.40695,0.7947815,102.0,50.5,53.0
PICADORA,2025-07-16 18:22:41-05:00,0.370555,1.22487,1.4599,0.271251,1.27797,1.06305,0.18465,1.43399,0.475605,0.81131184,0.3539369,0.6316835,0.29652485,0.059573475,0.90462947,1.4064066,0.788082,78.0,50.0,53.0
PICADORA,2025-07-16 18:22:51-05:00,0.358619,1.15856,1.8116,0.22475,1.18005,0.971554,0.169406,1.25676,0.471626,0.804044,0.34417,0.545422,0.231038,0.0612458,0.9059212,1.4058634,0.7813825,77.0,51.0,53.0
PICADORA,2025-07-16 18:23:01-05:00,0.385924,1.3296,1.72663,0.292314,1.27086,1.09192,0.203766,1.53,0.535238,0.8071756,0.35010257,0.5642552,0.24391466,0.05960724,0.907213,1.40532,0.774683,80.0,50.0,53.0
PICADORA,2025-07-16 18:23:11-05:00,0.41036,1.91611,1.73607,0.369243,1.37536,1.24949,0.263371,2.03455,0.646275,0.81030715,0.35603517,0.58308834,0.25679135,0.057968684,0.90786296,1.3815417,0.72027177,88.0,51.0,53.0
PICADORA,2025-07-16 18:23:21-05:00,0.387319,1.40222,1.95618,0.282171,1.23138,1.10518,0.221779,1.59303,0.566909,0.8134388,0.36196774,0.6019215,0.269668,0.056330122,0.90851295,1.3577634,0.6658605,81.0,51.0,53.0
PICADORA,2025-07-16 18:23:31-05:00,0.435841,1.75587,2.03112,0.433427,1.53672,1.39368,0.300312,2.0269,0.758657,0.81657034,0.36790034,0.62075466,0.28254467,0.054691564,0.909163,1.3339851,0.61144924,101.0,51.0,53.0
PICADORA,2025-07-16 18:23:41-05:00,0.395607,1.38985,1.97286,0.298969,1.23559,1.63491,0.251541,1.59066,0.774573,0.8197019,0.3738329,0.6395878,0.29542133,0.053053007,0.909813,1.3102067,0.557038,84.0,51.0,53.0
PICADORA,2025-07-16 18:23:51-05:00,0.418675,1.89506,1.4945,0.351185,1.38168,0.967207,0.29031,2.23473,0.703219,0.82283354,0.3797655,0.65842104,0.308298,0.05141445,0.910463,1.2864283,0.5026268,96.0,51.0,53.0
