Fecha,RPM_BPC-501\RPM [RPM],Motor LL_501\MLL - X\Velocidad Rms [mm/s],Motor LL_501\MLL - X\Aceleración Rms [g],Motor LA_501\MLA - X\Velocidad Rms [mm/s],Motor LA_501\MLA - X\Aceleración Rms [g],Motor LA_501\MLA - Y\Velocidad Rms [mm/s],Motor LA_501\MLA - Y\Aceleración Rms [g],Motor LA_501\MLA - Z\Velocidad Rms [mm/s],Motor LA_501\MLA - Z\Aceleración Rms [g],Motor LL_502\MLL _X\Velocidad Rms [mm/s],Motor LL_502\MLL _X\Aceleración Rms [g],Motor LA_502\MLA_X\Velocidad Rms [mm/s],Motor LA_502\MLA_X\Aceleración Rms [g],Motor LA_502\MLA_Y\Velocidad Rms [mm/s],Motor LA_502\MLA_Y\Aceleración Rms [g],Motor LA_502\MLA_Z\Velocidad Rms [mm/s],Motor LA_502\MLA_Z\Aceleración Rms [g],Motor LL_502\MLL_Y\Velocidad Rms [mm/s],Motor LL_502\MLL_Y\Aceleración Rms [g],Motor LL_501\MLL - Y\Velocidad Rms [mm/s],Motor LL_501\MLL - Y\Aceleración Rms [g]
2026-01-29 23:59:23,1195.4176,1.3356142,0.989784658,0.9462102,2.429572,0.8407299,2.90842557,0.5318107,1.55335093,0.797311962,0.435150117,0.9126657,1.37462938,0.6857453,1.33840168,0.3360752,0.38240248,0.6383935,0.600031257,1.76705372,0.8676209
2026-01-29 23:59:24,1195.31836,1.293096,0.9884361,0.942868531,2.244938,0.8627299,2.83216429,0.5295718,1.54277253,0.768279552,0.4339049,0.9191301,1.33302641,0.700168252,1.33887553,0.309612423,0.3662079,0.6286204,0.598132253,1.75045586,0.8685288
2026-01-29 23:59:25,1194.82239,1.29802561,0.9914788,0.9346796,2.32008052,0.823254466,2.789637,0.588205457,1.49020147,0.813556552,0.4414154,0.9067501,1.29863346,0.6828082,1.38709545,0.3360551,0.389867365,0.6192876,0.6010961,1.72553456,0.8587151
2026-01-29 23:59:26,1194.72327,1.3297205,0.9714281,0.9444923,2.08525181,0.8527502,2.59649253,0.572553754,1.42617881,0.783257365,0.439883679,0.9179185,1.42425966,0.699850559,1.34122467,0.325843722,0.390342,0.657504737,0.6082217,1.763314,0.8558385
2026-01-29 23:59:27,1194.62415,1.34997964,0.993121445,0.9459667,2.16977119,0.8500692,2.67327738,0.5701057,1.47332919,0.8112268,0.444674373,0.931098,1.28922367,0.7679313,1.38906062,0.5095551,0.38546294,0.689137638,0.608212352,1.7608453,0.84549123
2026-01-29 23:59:28,1194.3269,1.3757906,0.9929183,1.003359,2.06648731,0.877461,2.519152,0.555220664,1.39310133,0.786384761,0.442893565,0.912825346,1.35903192,0.7103444,1.41040421,0.345984966,0.3899497,0.6595749,0.6130771,1.80085158,0.8509609
2026-01-29 23:59:29,1194.22791,1.3082031,0.9901762,0.94236356,2.04227066,0.8492097,2.52653337,0.5726213,1.37246,0.770914,0.436652184,0.8965643,1.38315165,0.699775,1.3635745,0.340483576,0.3834464,0.658786833,0.606488764,1.76080167,0.864679039
2026-01-29 23:59:30,1194.12891,1.32645452,0.9775885,0.976164758,2.09190774,0.848462,2.56001568,0.5190772,1.40787578,0.7688914,0.442987233,0.9242565,1.32782948,0.677808642,1.42116785,0.339875221,0.40230453,0.5986257,0.622216463,1.79244912,0.849666834
2026-01-29 23:59:31,1194.12891,1.33814,0.9833735,0.9780466,2.52044845,0.8258182,2.907618,0.5919886,1.61023688,0.75627476,0.4420938,0.8995601,1.49412239,0.7073983,1.32566714,0.347949326,0.404752284,0.602534533,0.60379374,1.70648873,0.857070565
2026-01-29 23:59:32,1194.02991,1.3083359,1.00291359,0.939584732,2.433297,0.834635735,2.92499948,0.555297554,1.56883729,0.7837061,0.445117176,0.901288152,1.45541108,0.698107243,1.44597447,0.313296735,0.393350869,0.596855342,0.6190696,1.73366928,0.866312146
2026-01-29 23:59:33,1194.3269,1.29399574,0.982274354,0.9523216,2.32081628,0.8802799,2.73737025,0.558720231,1.48778009,0.7719531,0.446589231,0.9123951,1.51295972,0.6962321,1.50868917,0.323169976,0.4060233,0.6129804,0.6149321,1.77656257,0.8636459
2026-01-29 23:59:34,1194.12891,1.29984736,1.00507462,0.9348112,2.281855,0.812792838,2.71089888,0.5478994,1.49527133,0.789824069,0.44422105,0.900261641,1.36791313,0.6816109,1.4065125,0.312904626,0.4027168,0.6263798,0.6164954,1.78019762,0.866334856
2026-01-29 23:59:35,1194.82239,1.31636047,0.9866299,0.9438584,2.16902637,0.842852533,2.716814,0.535408437,1.47506249,0.745871365,0.441227973,0.9074741,1.38816881,0.697578549,1.34834421,0.3370631,0.3861184,0.634502947,0.609232068,1.7967155,0.857965052
2026-01-29 23:59:36,1194.92163,1.35806787,0.9972055,0.94228977,2.11415625,0.826825142,2.66080737,0.6127302,1.4559623,0.7910048,0.4426768,0.8929933,1.466422,0.6962827,1.46064317,0.320830166,0.389342278,0.675263166,0.603815436,1.79658937,0.854809642
2026-01-29 23:59:37,1194.92163,1.35198212,0.985173464,0.9603443,2.21062779,0.8543488,2.64217639,0.557287037,1.45613611,0.762289643,0.439997137,0.9118203,1.52993131,0.7063788,1.44462526,0.329357117,0.392920882,0.6831247,0.608692348,1.79028511,0.864620149
2026-01-29 23:59:38,1195.31836,1.36438322,0.978352368,0.95360297,2.01182556,0.8370388,2.51435661,0.555006146,1.42566121,0.7683087,0.439260244,0.898941755,1.46548009,0.698955059,1.37278128,0.325622439,0.3863376,0.6147816,0.6169939,1.77318966,0.85371083
2026-01-29 23:59:39,1195.11987,1.35547864,0.989175439,0.9715666,1.89519584,0.8508653,2.44073081,0.551814556,1.405008,0.7487113,0.434465349,0.901707947,1.452259,0.6944856,1.48516941,0.357585371,0.397068977,0.6333112,0.594621241,1.817487,0.859982669
2026-01-29 23:59:40,1195.02075,1.33332443,0.9754901,0.9574758,1.88494015,0.825714767,2.36970973,0.5399612,1.35116053,0.786876857,0.43163237,0.897589564,1.34767985,0.6897675,1.38123667,0.340035349,0.381820232,0.6098369,0.591141,1.78084266,0.8382608
